image_id,crop_path,error_type,crop_label,prediction,probability_dirty_positive,selected_threshold,threshold_margin,selection_reason,contact_sheet_path
1,clean_negative/clean_1_61.jpg,false_positive,clean_negative,dirty_positive,0.90396199,0.20,0.70396199,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_1_false_positive.jpg
1,clean_negative/clean_1_34.jpg,false_positive,clean_negative,dirty_positive,0.90182591,0.20,0.70182591,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_1_false_positive.jpg
1,clean_negative/clean_1_68.jpg,false_positive,clean_negative,dirty_positive,0.86466848,0.20,0.66466848,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_1_false_positive.jpg
4,dirty_positive/dirty_4_12.jpg,false_negative,dirty_positive,clean_negative,0.07418564,0.25,0.17581436,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_4_false_negative.jpg
4,dirty_positive/dirty_4_11.jpg,false_negative,dirty_positive,clean_negative,0.10234457,0.25,0.14765543,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_4_false_negative.jpg
4,dirty_positive/dirty_4_9.jpg,false_negative,dirty_positive,clean_negative,0.10708628,0.25,0.14291372,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_4_false_negative.jpg
4,dirty_positive/dirty_4_10.jpg,false_negative,dirty_positive,clean_negative,0.17154871,0.25,0.07845129,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_4_false_negative.jpg
4,dirty_positive/dirty_4_71.jpg,false_negative,dirty_positive,clean_negative,0.19263142,0.25,0.05736858,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_4_false_negative.jpg
4,clean_negative/clean_4_4.jpg,false_positive,clean_negative,dirty_positive,0.99362458,0.25,0.74362458,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_4_false_positive.jpg
4,clean_negative/clean_4_160.jpg,false_positive,clean_negative,dirty_positive,0.98560669,0.25,0.73560669,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_4_false_positive.jpg
4,clean_negative/clean_4_166.jpg,false_positive,clean_negative,dirty_positive,0.97719984,0.25,0.72719984,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_4_false_positive.jpg
4,clean_negative/clean_4_154.jpg,false_positive,clean_negative,dirty_positive,0.97513930,0.25,0.72513930,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_4_false_positive.jpg
4,clean_negative/clean_4_27.jpg,false_positive,clean_negative,dirty_positive,0.97390129,0.25,0.72390129,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_4_false_positive.jpg
4,clean_negative/clean_4_121.jpg,false_positive,clean_negative,dirty_positive,0.96622146,0.25,0.71622146,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_4_false_positive.jpg
4,clean_negative/clean_4_153.jpg,false_positive,clean_negative,dirty_positive,0.96522087,0.25,0.71522087,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_4_false_positive.jpg
4,clean_negative/clean_4_152.jpg,false_positive,clean_negative,dirty_positive,0.96365811,0.25,0.71365811,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_4_false_positive.jpg
4,clean_negative/clean_4_161.jpg,false_positive,clean_negative,dirty_positive,0.96154567,0.25,0.71154567,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_4_false_positive.jpg
4,clean_negative/clean_4_146.jpg,false_positive,clean_negative,dirty_positive,0.96085749,0.25,0.71085749,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_4_false_positive.jpg
4,clean_negative/clean_4_30.jpg,false_positive,clean_negative,dirty_positive,0.96080272,0.25,0.71080272,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_4_false_positive.jpg
4,clean_negative/clean_4_183.jpg,false_positive,clean_negative,dirty_positive,0.96047508,0.25,0.71047508,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_4_false_positive.jpg
4,clean_negative/clean_4_5.jpg,false_positive,clean_negative,dirty_positive,0.96042741,0.25,0.71042741,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_4_false_positive.jpg
4,clean_negative/clean_4_151.jpg,false_positive,clean_negative,dirty_positive,0.95990875,0.25,0.70990875,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_4_false_positive.jpg
4,clean_negative/clean_4_106.jpg,false_positive,clean_negative,dirty_positive,0.95950483,0.25,0.70950483,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_4_false_positive.jpg
4,clean_negative/clean_4_181.jpg,false_positive,clean_negative,dirty_positive,0.95810098,0.25,0.70810098,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_4_false_positive.jpg
5,dirty_positive/dirty_5_99.jpg,false_negative,dirty_positive,clean_negative,0.00889406,0.75,0.74110594,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_5_false_negative.jpg
5,dirty_positive/dirty_5_97.jpg,false_negative,dirty_positive,clean_negative,0.00905054,0.75,0.74094946,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_5_false_negative.jpg
5,dirty_positive/dirty_5_30.jpg,false_negative,dirty_positive,clean_negative,0.01125193,0.75,0.73874807,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_5_false_negative.jpg
5,dirty_positive/dirty_5_100.jpg,false_negative,dirty_positive,clean_negative,0.02597635,0.75,0.72402365,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_5_false_negative.jpg
5,dirty_positive/dirty_5_94.jpg,false_negative,dirty_positive,clean_negative,0.06456818,0.75,0.68543182,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_5_false_negative.jpg
5,dirty_positive/dirty_5_98.jpg,false_negative,dirty_positive,clean_negative,0.07147574,0.75,0.67852426,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_5_false_negative.jpg
5,dirty_positive/dirty_5_96.jpg,false_negative,dirty_positive,clean_negative,0.08885032,0.75,0.66114968,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_5_false_negative.jpg
5,dirty_positive/dirty_5_48.jpg,false_negative,dirty_positive,clean_negative,0.12718570,0.75,0.62281430,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_5_false_negative.jpg
5,dirty_positive/dirty_5_92.jpg,false_negative,dirty_positive,clean_negative,0.13934345,0.75,0.61065655,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_5_false_negative.jpg
5,dirty_positive/dirty_5_95.jpg,false_negative,dirty_positive,clean_negative,0.15285029,0.75,0.59714971,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_5_false_negative.jpg
5,dirty_positive/dirty_5_88.jpg,false_negative,dirty_positive,clean_negative,0.15584498,0.75,0.59415502,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_5_false_negative.jpg
5,dirty_positive/dirty_5_45.jpg,false_negative,dirty_positive,clean_negative,0.15625907,0.75,0.59374093,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_5_false_negative.jpg
5,dirty_positive/dirty_5_66.jpg,false_negative,dirty_positive,clean_negative,0.15909545,0.75,0.59090455,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_5_false_negative.jpg
5,dirty_positive/dirty_5_89.jpg,false_negative,dirty_positive,clean_negative,0.16770114,0.75,0.58229886,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_5_false_negative.jpg
5,dirty_positive/dirty_5_79.jpg,false_negative,dirty_positive,clean_negative,0.18740099,0.75,0.56259901,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_5_false_negative.jpg
5,dirty_positive/dirty_5_46.jpg,false_negative,dirty_positive,clean_negative,0.19703407,0.75,0.55296593,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_5_false_negative.jpg
6,dirty_positive/dirty_6_68.jpg,false_negative,dirty_positive,clean_negative,0.07692789,0.25,0.17307211,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_negative.jpg
6,dirty_positive/dirty_6_27.jpg,false_negative,dirty_positive,clean_negative,0.07824464,0.25,0.17175536,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_negative.jpg
6,dirty_positive/dirty_6_26.jpg,false_negative,dirty_positive,clean_negative,0.09728208,0.25,0.15271792,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_negative.jpg
6,dirty_positive/dirty_6_25.jpg,false_negative,dirty_positive,clean_negative,0.10223060,0.25,0.14776940,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_negative.jpg
6,dirty_positive/dirty_6_28.jpg,false_negative,dirty_positive,clean_negative,0.10685781,0.25,0.14314219,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_negative.jpg
6,dirty_positive/dirty_6_59.jpg,false_negative,dirty_positive,clean_negative,0.13082208,0.25,0.11917792,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_negative.jpg
6,dirty_positive/dirty_6_22.jpg,false_negative,dirty_positive,clean_negative,0.14575980,0.25,0.10424020,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_negative.jpg
6,dirty_positive/dirty_6_52.jpg,false_negative,dirty_positive,clean_negative,0.20846916,0.25,0.04153084,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_negative.jpg
6,dirty_positive/dirty_6_57.jpg,false_negative,dirty_positive,clean_negative,0.24710677,0.25,0.00289323,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_negative.jpg
6,clean_negative/clean_6_18.jpg,false_positive,clean_negative,dirty_positive,0.84857271,0.25,0.59857271,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_positive.jpg
6,clean_negative/clean_6_19.jpg,false_positive,clean_negative,dirty_positive,0.84257083,0.25,0.59257083,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_positive.jpg
6,clean_negative/clean_6_17.jpg,false_positive,clean_negative,dirty_positive,0.81109394,0.25,0.56109394,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_positive.jpg
6,clean_negative/clean_6_204.jpg,false_positive,clean_negative,dirty_positive,0.76053637,0.25,0.51053637,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_positive.jpg
6,clean_negative/clean_6_5.jpg,false_positive,clean_negative,dirty_positive,0.75694775,0.25,0.50694775,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_positive.jpg
6,clean_negative/clean_6_202.jpg,false_positive,clean_negative,dirty_positive,0.75681450,0.25,0.50681450,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_positive.jpg
6,clean_negative/clean_6_103.jpg,false_positive,clean_negative,dirty_positive,0.74699532,0.25,0.49699532,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_positive.jpg
6,clean_negative/clean_6_193.jpg,false_positive,clean_negative,dirty_positive,0.72451730,0.25,0.47451730,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_positive.jpg
6,clean_negative/clean_6_43.jpg,false_positive,clean_negative,dirty_positive,0.72241689,0.25,0.47241689,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_positive.jpg
6,clean_negative/clean_6_30.jpg,false_positive,clean_negative,dirty_positive,0.72074938,0.25,0.47074938,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_positive.jpg
6,clean_negative/clean_6_191.jpg,false_positive,clean_negative,dirty_positive,0.71992276,0.25,0.46992276,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_positive.jpg
6,clean_negative/clean_6_6.jpg,false_positive,clean_negative,dirty_positive,0.71166442,0.25,0.46166442,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_positive.jpg
6,clean_negative/clean_6_16.jpg,false_positive,clean_negative,dirty_positive,0.69975622,0.25,0.44975622,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_positive.jpg
6,clean_negative/clean_6_219.jpg,false_positive,clean_negative,dirty_positive,0.69460540,0.25,0.44460540,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_positive.jpg
6,clean_negative/clean_6_7.jpg,false_positive,clean_negative,dirty_positive,0.67857113,0.25,0.42857113,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_positive.jpg
6,clean_negative/clean_6_151.jpg,false_positive,clean_negative,dirty_positive,0.67071745,0.25,0.42071745,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_6_false_positive.jpg
7,dirty_positive/dirty_7_101.jpg,false_negative,dirty_positive,clean_negative,0.08782487,0.65,0.56217513,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_7_false_negative.jpg
7,dirty_positive/dirty_7_104.jpg,false_negative,dirty_positive,clean_negative,0.10163564,0.65,0.54836436,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_7_false_negative.jpg
7,dirty_positive/dirty_7_103.jpg,false_negative,dirty_positive,clean_negative,0.11653481,0.65,0.53346519,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_7_false_negative.jpg
7,dirty_positive/dirty_7_70.jpg,false_negative,dirty_positive,clean_negative,0.26911640,0.65,0.38088360,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_7_false_negative.jpg
7,dirty_positive/dirty_7_96.jpg,false_negative,dirty_positive,clean_negative,0.34608802,0.65,0.30391198,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_7_false_negative.jpg
7,dirty_positive/dirty_7_94.jpg,false_negative,dirty_positive,clean_negative,0.35591315,0.65,0.29408685,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_7_false_negative.jpg
7,dirty_positive/dirty_7_26.jpg,false_negative,dirty_positive,clean_negative,0.37420776,0.65,0.27579224,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_7_false_negative.jpg
7,dirty_positive/dirty_7_20.jpg,false_negative,dirty_positive,clean_negative,0.38925021,0.65,0.26074979,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_7_false_negative.jpg
7,dirty_positive/dirty_7_55.jpg,false_negative,dirty_positive,clean_negative,0.39912162,0.65,0.25087838,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_7_false_negative.jpg
7,dirty_positive/dirty_7_10.jpg,false_negative,dirty_positive,clean_negative,0.40665236,0.65,0.24334764,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_7_false_negative.jpg
7,dirty_positive/dirty_7_74.jpg,false_negative,dirty_positive,clean_negative,0.41642120,0.65,0.23357880,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_7_false_negative.jpg
7,dirty_positive/dirty_7_12.jpg,false_negative,dirty_positive,clean_negative,0.41843868,0.65,0.23156132,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_7_false_negative.jpg
7,dirty_positive/dirty_7_73.jpg,false_negative,dirty_positive,clean_negative,0.42270015,0.65,0.22729985,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_7_false_negative.jpg
7,dirty_positive/dirty_7_75.jpg,false_negative,dirty_positive,clean_negative,0.43390787,0.65,0.21609213,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_7_false_negative.jpg
7,dirty_positive/dirty_7_102.jpg,false_negative,dirty_positive,clean_negative,0.44792572,0.65,0.20207428,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_7_false_negative.jpg
7,dirty_positive/dirty_7_25.jpg,false_negative,dirty_positive,clean_negative,0.47576801,0.65,0.17423199,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_7_false_negative.jpg
8,dirty_positive/dirty_8_31.jpg,false_negative,dirty_positive,clean_negative,0.02263845,0.30,0.27736155,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,dirty_positive/dirty_8_30.jpg,false_negative,dirty_positive,clean_negative,0.02703162,0.30,0.27296838,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,dirty_positive/dirty_8_70.jpg,false_negative,dirty_positive,clean_negative,0.03101271,0.30,0.26898729,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,dirty_positive/dirty_8_71.jpg,false_negative,dirty_positive,clean_negative,0.03612540,0.30,0.26387460,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,dirty_positive/dirty_8_42.jpg,false_negative,dirty_positive,clean_negative,0.08040396,0.30,0.21959604,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,dirty_positive/dirty_8_29.jpg,false_negative,dirty_positive,clean_negative,0.08051702,0.30,0.21948298,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,dirty_positive/dirty_8_80.jpg,false_negative,dirty_positive,clean_negative,0.09486939,0.30,0.20513061,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,dirty_positive/dirty_8_48.jpg,false_negative,dirty_positive,clean_negative,0.09697895,0.30,0.20302105,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,dirty_positive/dirty_8_60.jpg,false_negative,dirty_positive,clean_negative,0.10292180,0.30,0.19707820,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,dirty_positive/dirty_8_32.jpg,false_negative,dirty_positive,clean_negative,0.10704761,0.30,0.19295239,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
8,dirty_positive/dirty_8_57.jpg,false_negative,dirty_positive,clean_negative,0.11317270,0.30,0.18682730,selected high-priority source; sorted by largest threshold margin,tmp\sourcewise_error_atlas\run_001\contact_sheets\source_8_false_negative.jpg
