image_id,source_image,marked_image,spot_id,x_center,y_center,radius,component_area,enclosing_circle_radius,quality_score,pass_fail_status,manually_verified_alignment,alignment_note,marker_source,label_confidence,review_status,notes,preliminary_preview_radius,preview_radius,ground_truth_stage,finalization_run_id,finalized_at,dataset_split,split_seed,split_policy_version
1,1.jpg,1m.jpg,1_spot_021,96.6929,1176.4743,28.0402,700,28.0402,80,PASS,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,28.0402,28.0402,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
1,1.jpg,1m.jpg,1_spot_022,293.8382,1222.2072,37.6432,1057,37.6432,80,PASS,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,37.6432,37.6432,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
1,1.jpg,1m.jpg,1_spot_023,391.9656,1218.8197,25.8724,610,25.8724,80,PASS,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,25.8724,25.8724,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
1,1.jpg,1m.jpg,1_spot_024,810.0536,1249.6525,19.9677,541,19.9677,80,PASS,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,19.9677,19.9677,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
1,1.jpg,1m.jpg,1_spot_025,144.801,1272.4466,33.361,824,33.361,80,PASS,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,33.361,33.361,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
1,1.jpg,1m.jpg,1_spot_026,479.9358,1392.0663,53.4159,1432,53.4159,80,PASS,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,50.0,50.0,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_001,357.3391,276.6589,38.0593,988,38.0593,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,38.0593,38.0593,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_002,1025.7128,272.7787,24.4429,592,24.4429,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,24.4429,24.4429,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_003,659.6264,285.2903,27.1184,720,27.1184,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,27.1184,27.1184,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_004,504.5433,302.4759,32.0703,727,32.0703,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,32.0703,32.0703,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_005,560.0361,337.0228,22.8058,527,22.8058,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,22.8058,22.8058,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_006,885.6236,337.8182,25.9857,550,25.9857,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,25.9857,25.9857,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_007,632.8337,351.2266,30.2267,812,30.2267,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,30.2267,30.2267,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_008,507.5813,365.9533,29.6017,664,29.6017,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,29.6017,29.6017,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_009,564.1149,450.3409,20.3411,531,20.3411,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,20.3411,20.3411,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_010,161.1794,457.9058,19.9864,446,19.9864,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,19.9864,19.9864,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_011,903.5939,478.032,29.5192,687,29.5192,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,29.5192,29.5192,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_012,1007.8271,542.9944,23.2031,532,23.2031,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,23.2031,23.2031,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_013,952.0218,563.7495,21.3078,551,21.3078,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,21.3078,21.3078,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_014,117.5415,569.251,21.0999,482,21.0999,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,21.0999,21.0999,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_015,374.1,565.6412,16.7147,340,16.7147,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,16.7147,16.7147,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_016,566.2572,593.1538,18.6295,416,18.6295,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,18.6295,18.6295,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_017,463.0025,605.0494,18.5541,405,18.5541,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,18.5541,18.5541,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_018,527.3114,624.3969,20.5184,456,20.5184,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,20.5184,20.5184,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_019,431.5113,638.4538,22.9172,487,22.9172,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,22.9172,22.9172,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_020,324.4526,659.4347,26.1822,559,26.1822,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,26.1822,26.1822,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_021,589.2,677.8177,49.8279,1635,49.8279,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,49.8279,49.8279,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_022,180.4,686.8815,21.1261,540,21.1261,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,21.1261,21.1261,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_023,473.5781,681.5781,14.7802,320,14.7802,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,16.0,16.0,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_024,631.6139,705.6655,24.0261,562,24.0261,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,24.0261,24.0261,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_025,520.0984,743.9009,53.7821,1413,53.7821,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,50.0,50.0,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_026,803.0536,823.5571,25.8531,578,25.8531,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,25.8531,25.8531,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_027,285.0771,868.669,25.1646,571,25.1646,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,25.1646,25.1646,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_028,900.9787,884.814,29.2063,656,29.2063,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,29.2063,29.2063,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_029,392.6477,880.8659,20.2331,440,20.2331,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,20.2331,20.2331,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_030,771.3475,897.6695,29.4152,708,29.4152,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,29.4152,29.4152,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_031,1000.2615,913.2535,22.4139,501,22.4139,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,22.4139,22.4139,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_032,458.8436,932.5762,19.3253,505,19.3253,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,19.3253,19.3253,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_033,298.9323,977.323,24.6542,709,24.6542,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,24.6542,24.6542,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_034,350.5279,975.7401,17.4429,377,17.4429,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,17.4429,17.4429,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_035,980.365,987.5434,26.3487,611,26.3487,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,26.3487,26.3487,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_036,685.5724,988.1187,28.302,615,28.302,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,28.302,28.302,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_037,489.6646,1002.7511,17.959,474,17.959,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,17.959,17.959,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_038,288.4438,1019.6646,21.0298,480,21.0298,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,21.0298,21.0298,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_039,433.0133,1043.062,25.8274,677,25.8274,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,25.8274,25.8274,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_040,824.8473,1081.6557,30.5288,668,30.5288,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,30.5288,30.5288,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
2,2.jpg,2m.jpg,2_spot_041,601.6405,1230.5119,42.1934,1174,42.1934,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,42.1934,42.1934,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
3,3.jpg,3m.jpg,3_spot_001,570.5854,125.8714,27.4114,591,27.4114,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,27.4114,27.4114,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
3,3.jpg,3m.jpg,3_spot_002,434.6344,145.5048,22.6496,517,22.6496,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,22.6496,22.6496,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
3,3.jpg,3m.jpg,3_spot_003,537.771,233.2938,32.3304,725,32.3304,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,32.3304,32.3304,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
3,3.jpg,3m.jpg,3_spot_004,142.9608,279.033,29.4513,637,29.4513,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,29.4513,29.4513,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
3,3.jpg,3m.jpg,3_spot_005,541.8559,296.6964,26.1634,583,26.1634,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,26.1634,26.1634,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
3,3.jpg,3m.jpg,3_spot_006,335.9331,318.644,36.1256,1031,36.1256,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,36.1256,36.1256,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
3,3.jpg,3m.jpg,3_spot_007,568.1683,336.0877,33.2943,707,33.2943,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,33.2943,33.2943,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
3,3.jpg,3m.jpg,3_spot_008,405.3987,348.4535,27.3543,602,27.3543,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,27.3543,27.3543,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
3,3.jpg,3m.jpg,3_spot_009,830.1756,383.6553,57.7171,1407,57.7171,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,50.0,50.0,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
3,3.jpg,3m.jpg,3_spot_010,290.0368,351.0675,21.401,489,21.401,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,21.401,21.401,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
3,3.jpg,3m.jpg,3_spot_011,770.2137,407.4427,31.2492,716,31.2492,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,31.2492,31.2492,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
3,3.jpg,3m.jpg,3_spot_012,566.2632,401.5673,23.7146,513,23.7146,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,23.7146,23.7146,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
3,3.jpg,3m.jpg,3_spot_013,591.8757,452.9963,48.4367,1344,48.4367,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,human_verified_ground_truth,final_confirmed,no automatic merge; no warp; no coordinate correction,48.4367,48.4367,final,final_20260624_135135,2026-06-24T13:51:35,train,20260624,source_level_80_10_10_v1
