image_id,spot_id,x_center,y_center,bbox_x,bbox_y,bbox_width,bbox_height,component_area,equivalent_circle_radius,enclosing_circle_radius,nearest_neighbor_distance,source_marked_image
3,3_spot_009,830.1756,383.6553,804,331,53,111,1407,21.1628,57.7171,64.5079,3m.jpg
3,3_spot_010,290.0368,351.0675,270,334,41,35,489,12.4761,21.401,56.1939,3m.jpg
3,3_spot_011,770.2137,407.4427,743,380,55,56,716,15.0967,31.2492,64.5079,3m.jpg
3,3_spot_012,566.2632,401.5673,546,382,41,41,513,12.7786,23.7146,57.4538,3m.jpg
3,3_spot_013,591.8757,452.9963,544,425,94,56,1344,20.6835,48.4367,57.4538,3m.jpg
3,3_spot_014,324.1298,446.1258,304,429,41,35,493,12.527,21.4815,87.3883,3m.jpg
3,3_spot_015,254.3984,498.7969,238,484,34,30,384,11.0558,17.25,45.8636,3m.jpg
3,3_spot_016,299.5792,543.7054,280,524,40,40,499,12.603,23.4416,40.2526,3m.jpg
3,3_spot_017,259.3325,544.3943,242,528,35,34,421,11.5762,19.2095,40.2526,3m.jpg
3,3_spot_018,48.4662,552.0819,26,530,45,45,562,13.375,24.5437,104.3165,3m.jpg
3,3_spot_019,332.9404,569.6026,315,552,37,37,453,12.0081,21.101,42.2331,3m.jpg
3,3_spot_020,185.4831,585.4171,164,564,44,44,561,13.3631,25.8724,73.0055,3m.jpg
3,3_spot_021,425.0426,624.8393,395,588,61,75,915,17.0662,40.5618,96.6436,3m.jpg
3,3_spot_022,728.2912,625.942,698,600,61,53,776,15.7165,32.0352,94.1963,3m.jpg
3,3_spot_023,123.7129,624.3305,98,604,54,38,714,15.0756,26.8051,73.0055,3m.jpg
3,3_spot_024,651.0575,696.9726,624,670,55,55,731,15.254,27.5593,93.0057,3m.jpg
3,3_spot_025,135.6103,698.7534,116,674,40,50,580,13.5875,25.3477,75.3679,3m.jpg
3,3_spot_026,363.4701,699.3296,338,678,52,44,619,14.0369,27.7355,90.1421,3m.jpg
3,3_spot_027,741.3614,719.2272,704,683,75,74,999,17.8323,46.3817,93.0057,3m.jpg
3,3_spot_028,326.6567,781.6119,304,752,46,60,670,14.6037,32.5001,90.1421,3m.jpg
3,3_spot_029,641.0292,795.8355,612,767,59,59,754,15.4921,34.5164,99.3702,3m.jpg
3,3_spot_030,946.1209,793.7043,919,766,55,56,761,15.5639,31.2492,125.2471,3m.jpg
3,3_spot_031,441.4018,819.9745,420,799,44,43,550,13.2314,24.8497,120.9881,3m.jpg
3,3_spot_032,917.0801,915.5381,880,879,74,74,1024,18.0541,42.9114,125.2471,3m.jpg
3,3_spot_033,632.1991,1284.5039,608,1260,50,50,643,14.3064,28.4254,466.1469,3m.jpg
4,4_spot_001,585.4169,131.5208,557,102,59,59,770,15.6556,33.6509,370.1212,4m.jpg
4,4_spot_002,901.2867,324.4352,882,300,40,50,586,13.6576,26.8562,370.1212,4m.jpg
4,4_spot_003,166.021,562.8546,142,542,50,42,619,14.0369,26.5001,312.6564,4m.jpg
4,4_spot_004,441.5342,722.601,419,700,46,46,629,14.1498,27.1018,106.6028,4m.jpg
4,4_spot_005,998.7762,771.6036,970,748,58,48,724,15.1808,31.3848,254.5354,4m.jpg
4,4_spot_006,368.9676,800.6922,335,768,68,67,926,17.1684,38.8122,106.6028,4m.jpg
4,4_spot_007,55.9972,865.6364,29,839,55,54,715,15.0861,31.8984,48.5574,4m.jpg
4,4_spot_008,272.0084,894.6657,245,868,55,55,718,15.1178,31.5655,118.49,4m.jpg
4,4_spot_009,85.5958,904.1299,58,876,56,57,762,15.5741,33.3543,48.5574,4m.jpg
4,4_spot_010,126.3667,976.2288,98,947,58,59,848,16.4294,34.7636,82.8283,4m.jpg
4,4_spot_011,351.4394,982.5895,332,960,39,46,553,13.2675,24.5968,118.49,4m.jpg
4,4_spot_012,901.8487,1006.9615,876,977,53,62,780,15.757,32.8715,106.2477,4m.jpg
4,4_spot_013,812.1679,1063.9346,784,1041,57,47,703,14.959,30.4139,97.8302,4m.jpg
4,4_spot_014,141.1663,1094.8106,126,1079,32,33,433,11.74,18.0279,40.268,4m.jpg
4,4_spot_015,683.0987,1107.8898,660,1080,48,56,699,14.9164,29.5856,136.3485,4m.jpg
4,4_spot_016,219.8126,1107.5444,201,1089,39,39,507,12.7037,21.7113,79.6705,4m.jpg
4,4_spot_017,878.2318,1136.0894,845,1103,67,67,906,16.982,39.0513,86.1126,4m.jpg
4,4_spot_018,130.1594,1133.545,114,1117,34,34,433,11.74,18.8216,40.268,4m.jpg
4,4_spot_019,959.4623,1164.6724,930,1136,59,59,809,16.0472,34.037,86.1126,4m.jpg
4,4_spot_020,128.2371,1198.9,103,1178,52,42,620,14.0482,27.5364,65.3832,4m.jpg
4,4_spot_021,261.2785,1283.4534,232,1258,59,51,772,15.6759,31.5675,157.6366,4m.jpg
5,5_spot_001,810.3227,120.0851,789,98,44,45,564,13.3988,26.9538,67.9484,5m.jpg
5,5_spot_002,744.4351,136.6929,724,116,42,42,547,13.1953,23.9036,67.9484,5m.jpg
5,5_spot_003,839.3316,221.5074,808,147,82,139,2087,25.7743,69.6592,105.4893,5m.jpg
5,5_spot_004,691.8011,252.8494,662,218,56,74,890,16.8314,37.3632,114.7286,5m.jpg
5,5_spot_005,324.9151,256.792,304,235,43,44,577,13.5523,21.8056,61.0078,5m.jpg
5,5_spot_006,264.931,267.9213,242,245,47,47,623,14.0822,23.9577,61.0078,5m.jpg
5,5_spot_007,379.0619,319.8,343,283,74,74,970,17.5716,44.9153,83.0776,5m.jpg
5,5_spot_008,868.998,339.1549,849,322,41,35,497,12.5778,21.0951,50.8835,5m.jpg
5,5_spot_009,759.9916,345.1137,742,327,37,37,475,12.2962,21.7113,62.9142,5m.jpg
5,5_spot_010,821.6272,357.7328,804,340,36,36,464,12.153,20.9375,50.8835,5m.jpg
5,5_spot_011,756.7189,430.515,731,393,51,78,1103,18.7376,39.2238,85.464,5m.jpg
5,5_spot_012,353.0533,503.1931,326,473,54,62,751,15.4613,32.9326,185.2282,5m.jpg
5,5_spot_013,536.6826,546.0893,515,521,45,51,627,14.1273,26.8944,104.9168,5m.jpg
5,5_spot_014,647.2243,561.1973,634,546,28,32,370,10.8524,16.5077,74.076,5m.jpg
5,5_spot_015,617.5468,629.0685,592,599,52,61,759,15.5434,32.7568,74.076,5m.jpg
5,5_spot_016,522.2094,650.003,495,628,55,45,659,14.4833,29.8413,51.8999,5m.jpg
5,5_spot_017,370.8603,696.1343,351,676,41,41,551,13.2434,23.1386,143.6824,5m.jpg
5,5_spot_018,514.4491,701.3194,494,684,43,36,501,12.6283,22.7432,41.1973,5m.jpg
5,5_spot_019,616.8646,726.8545,594,705,46,45,591,13.7157,25.8531,72.2747,5m.jpg
5,5_spot_020,544.6333,729.3574,524,708,42,43,540,13.1106,25.2266,41.1973,5m.jpg
5,5_spot_021,597.7216,915.8956,579,901,38,31,431,11.7129,20.2486,190.0079,5m.jpg
5,5_spot_022,415.9909,1067.8966,394,1049,46,39,551,13.2434,24.0116,236.9184,5m.jpg
5,5_spot_023,695.6327,1122.9412,668,1096,56,56,765,15.6047,31.7238,155.4994,5m.jpg
5,5_spot_024,667.0848,1275.7976,642,1251,51,50,672,14.6255,28.6924,155.4994,5m.jpg
5,5_spot_025,367.6629,1366.4569,345,1343,47,47,626,14.116,26.6342,302.4464,5m.jpg
6,6_spot_001,683.6049,338.4353,662,317,44,44,572,13.4935,22.0165,59.9954,6m.jpg
6,6_spot_002,596.09,351.9509,572,331,49,43,611,13.9459,25.3033,60.8195,6m.jpg
6,6_spot_003,334.0863,359.0712,307,332,56,55,730,15.2436,31.7078,138.9042,6m.jpg
6,6_spot_004,646.6748,385.7176,622,361,50,50,655,14.4393,30.4796,59.9954,6m.jpg
6,6_spot_005,454.6795,428.0034,422,395,66,67,886,16.7935,33.3675,138.9042,6m.jpg
6,6_spot_006,231.2262,482.1223,209,451,45,63,703,14.959,31.2612,90.8116,6m.jpg
6,6_spot_007,140.7405,489.8093,112,466,59,48,713,15.065,31.345,90.8116,6m.jpg
6,6_spot_008,639.6002,507.7341,603,471,74,74,1023,18.0452,42.012,122.2214,6m.jpg
6,6_spot_009,319.1555,685.1155,296,657,48,57,701,14.9377,30.2077,78.6537,6m.jpg
6,6_spot_010,395.6945,703.2315,368,675,56,57,743,15.3787,32.3324,78.6537,6m.jpg
6,6_spot_011,113.5067,878.8288,78,844,71,71,1040,18.1946,35.3985,282.5177,6m.jpg
6,6_spot_012,407.895,876.8117,381,850,55,55,733,15.2749,33.3018,111.7136,6m.jpg
6,6_spot_013,450.7829,979.9647,424,953,55,55,737,15.3165,32.5577,111.7136,6m.jpg
6,6_spot_014,713.232,1048.7151,685,1024,58,50,737,15.3165,30.887,80.6184,6m.jpg
6,6_spot_015,902.8228,1076.6772,876,1056,54,42,666,14.56,28.6532,104.1353,6m.jpg
6,6_spot_016,771.8386,1104.0739,745,1078,54,53,731,15.254,31.1931,54.445,6m.jpg
6,6_spot_017,816.5993,1135.0696,798,1112,38,47,589,13.6925,25.8119,54.445,6m.jpg
7,7_spot_001,590.6402,48.4613,520,12,140,76,1626,22.7502,71.5692,115.7038,7m.jpg
7,7_spot_002,910.9338,69.1748,857,16,109,108,1602,22.5817,54.5476,96.0638,7m.jpg
7,7_spot_003,1006.0317,82.7629,968,46,76,75,1105,18.7545,44.9028,96.0638,7m.jpg
7,7_spot_004,622.9043,159.5756,570,107,106,107,1494,21.8072,62.0434,115.7038,7m.jpg
7,7_spot_005,995.3005,224.7154,944,174,103,102,1504,21.8801,62.342,142.3575,7m.jpg
7,7_spot_006,525.6039,248.7754,479,208,94,82,1242,19.8832,49.6821,131.9999,7m.jpg
7,7_spot_007,391.5305,255.7873,354,218,76,77,1067,18.4292,38.1704,131.5952,7m.jpg
7,7_spot_008,271.1478,309.916,228,268,86,85,1191,19.4707,50.9314,107.7843,7m.jpg
7,7_spot_009,803.9433,355.921,708,279,191,152,3052,31.1686,96.2138,232.0183,7m.jpg
7,7_spot_010,469.6508,377.4266,430,338,80,80,1111,18.8054,47.508,93.0828,7m.jpg
7,7_spot_011,85.333,386.0722,26,344,121,89,1898,24.5795,60.2102,127.7254,7m.jpg
7,7_spot_012,351.9226,381.2804,292,348,122,76,1758,23.6556,64.6781,90.7075,7m.jpg
7,7_spot_013,411.242,449.903,375,422,73,57,876,16.6985,40.2648,90.7075,7m.jpg
7,7_spot_014,64.8825,512.1498,39,481,53,64,868,16.6221,33.6156,127.7254,7m.jpg
7,7_spot_015,406.1225,601.4726,373,569,67,67,914,17.0568,40.734,120.6972,7m.jpg
7,7_spot_016,826.2266,678.2124,784,635,86,86,1205,19.5848,48.6662,192.8591,7m.jpg
7,7_spot_017,634.8589,702.1503,579,659,112,88,1417,21.2378,60.7167,160.1599,7m.jpg
7,7_spot_018,474.7048,700.7917,433,670,84,63,1013,17.9568,46.1412,116.9053,7m.jpg
7,7_spot_019,61.0478,706.2679,32,677,60,61,836,16.3128,30.3735,98.5307,7m.jpg
7,7_spot_020,159.5707,707.5067,133,681,54,54,750,15.451,27.0489,98.5307,7m.jpg
7,7_spot_021,361.1034,728.3883,325,700,73,58,909,17.0101,39.452,116.9053,7m.jpg
7,7_spot_022,292.9125,837.998,258,803,71,71,983,17.6889,41.0428,102.0056,7m.jpg
7,7_spot_023,404.5525,848.3437,374,818,62,61,838,16.3323,37.2073,68.9102,7m.jpg
7,7_spot_024,449.9849,900.156,421,872,59,58,795,15.9077,35.7964,68.9102,7m.jpg
7,7_spot_025,288.0561,939.8879,262,913,53,53,749,15.4407,29.7827,102.0056,7m.jpg
7,7_spot_026,917.4811,1030.9331,867,972,100,120,1615,22.6731,64.7477,364.334,7m.jpg
7,7_spot_027,609.5296,1247.0222,567,1204,87,87,1216,19.674,50.0026,376.2029,7m.jpg
8,8_spot_001,453.4871,77.3266,401,35,109,86,1390,21.0345,58.7389,131.9075,8m.jpg
8,8_spot_002,642.0685,139.9229,612,110,60,61,817,16.1264,37.5034,81.744,8m.jpg
8,8_spot_003,682.5116,210.9612,626,148,116,136,2113,25.9343,79.1913,81.744,8m.jpg
8,8_spot_004,417.3815,204.1965,372,158,92,93,1308,20.4046,54.8567,126.6666,8m.jpg
8,8_spot_005,543.1107,219.578,498,188,91,64,1102,18.7291,46.4463,126.6666,8m.jpg
8,8_spot_006,865.9383,263.7773,825,223,83,83,1199,19.536,41.1891,177.626,8m.jpg
8,8_spot_007,243.9941,318.0903,202,276,85,86,1185,19.4216,51.0393,91.385,8m.jpg
8,8_spot_008,152.9111,310.6664,114,278,82,66,1148,19.116,44.4186,91.385,8m.jpg
8,8_spot_009,1002.489,377.3771,951,300,104,157,1912,24.67,78.32,118.7149,8m.jpg
8,8_spot_010,555.2254,377.5467,457,320,197,128,2817,29.9446,101.9511,152.1203,8m.jpg
8,8_spot_011,403.1052,377.3594,370,333,67,89,1074,18.4896,48.7084,152.1203,8m.jpg
8,8_spot_012,193.8771,418.4849,123,364,139,110,2279,26.9338,69.9519,112.2087,8m.jpg
8,8_spot_013,920.3599,463.0978,880,422,83,83,1206,19.5929,41.5722,118.7149,8m.jpg
8,8_spot_014,800.6718,590.9191,714,447,155,303,4028,35.8072,156.6047,175.1101,8m.jpg
8,8_spot_015,147.3654,661.357,102,616,92,92,1322,20.5135,45.9315,247.2857,8m.jpg
8,8_spot_016,1029.424,801.8233,950,722,158,152,2467,28.0227,99.9526,311.14,8m.jpg
8,8_spot_017,339.839,965.0824,285,909,111,112,1590,22.4969,65.4858,359.5764,8m.jpg
8,8_spot_018,736.6756,1234.573,683,1181,109,108,1569,22.3479,61.5874,479.6921,8m.jpg
8,8_spot_019,157.2973,1312.2015,109,1228,98,164,2496,28.1869,83.4522,109.6741,8m.jpg
8,8_spot_020,259.4648,1352.0789,220,1313,79,79,1179,19.3723,45.4535,109.6741,8m.jpg
9,9_spot_001,663.4989,453.4579,635,420,58,68,878,16.7175,35.847,93.0418,9m.jpg
9,9_spot_002,590.7042,511.4037,559,468,65,88,1038,18.1771,44.2296,93.0418,9m.jpg
9,9_spot_003,380.7209,510.0291,349,482,65,57,824,16.1953,34.482,81.63,9m.jpg
9,9_spot_004,308.6478,548.3558,286,529,46,40,548,13.2073,24.1672,81.63,9m.jpg
9,9_spot_005,790.7107,606.0953,757,529,75,153,2257,26.8035,76.148,100.2309,9m.jpg
9,9_spot_006,880.5286,650.5809,843,614,75,75,995,17.7966,43.7308,100.2309,9m.jpg
9,9_spot_007,478.6699,671.1869,448,641,62,62,824,16.1953,35.7545,151.8734,9m.jpg
9,9_spot_008,757.9874,756.8801,718,716,81,82,1109,18.7884,40.5645,154.2948,9m.jpg
9,9_spot_009,423.4868,812.6802,372,761,104,104,1401,21.1176,59.6658,151.8734,9m.jpg
9,9_spot_010,185.365,800.0095,161,770,50,61,737,15.3165,32.5001,238.4586,9m.jpg
9,9_spot_011,890.9487,883.3651,846,839,90,89,1268,20.0902,44.6788,183.5134,9m.jpg
9,9_spot_012,1079.5468,986.1805,1058,956,45,61,737,15.3165,30.8059,214.8027,9m.jpg
9,9_spot_013,503.2017,1035.1766,456,978,95,114,1512,21.9382,61.4004,236.3454,9m.jpg
10,10_spot_001,841.3292,98.81,748,52,176,102,2658,29.0872,89.9127,156.5995,10m.jpg
10,10_spot_002,207.1253,196.6521,155,146,104,104,1460,21.5577,62.3259,282.0134,10m.jpg
10,10_spot_003,714.9188,223.9271,657,177,117,94,1454,21.5133,63.4548,177.8591,10m.jpg
10,10_spot_004,915.015,236.9903,876,198,79,79,1133,18.9907,39.625,156.5995,10m.jpg
10,10_spot_005,433.7631,364.482,369,317,131,96,1587,22.4757,72.631,150.2128,10m.jpg
10,10_spot_006,594.7631,497.8423,534,446,122,105,1579,22.419,65.1806,120.2101,10m.jpg
10,10_spot_007,475.0632,508.9056,439,467,73,84,1091,18.6353,44.3425,120.2101,10m.jpg
10,10_spot_008,366.5518,574.5424,331,540,72,71,955,17.4352,40.1546,117.0899,10m.jpg
10,10_spot_009,417.0468,680.1847,385,648,65,66,877,16.708,36.8851,117.0899,10m.jpg
10,10_spot_010,277.3936,725.6669,227,676,101,100,1372,20.8979,57.6835,146.8729,10m.jpg
10,10_spot_011,713.1623,792.5738,672,751,84,84,1152,19.1492,47.1846,152.593,10m.jpg
10,10_spot_012,934.3302,805.1663,886,764,96,83,1263,20.0506,50.9363,107.7257,10m.jpg
10,10_spot_013,881.1844,898.8698,847,865,69,70,960,17.4808,41.7494,105.7345,10m.jpg
10,10_spot_014,440.6964,939.7582,396,895,90,90,1245,19.9072,54.1238,194.1655,10m.jpg
10,10_spot_015,694.0682,943.9674,649,898,92,93,1320,20.498,54.9398,84.9173,10m.jpg
10,10_spot_016,970.8061,954.9744,924,915,93,81,1289,20.2559,48.972,105.7345,10m.jpg
10,10_spot_017,738.3369,1016.4328,699,977,80,80,1116,18.8476,49.543,84.9173,10m.jpg
10,10_spot_018,993.6507,1066.616,968,1041,52,52,750,15.451,30.9254,81.1103,10m.jpg
10,10_spot_019,916.9757,1093.0702,880,1056,75,75,1069,18.4465,46.049,81.1103,10m.jpg
10,10_spot_020,455.0643,1133.3914,404,1092,102,85,1321,20.5058,54.167,194.1655,10m.jpg
11,11_spot_001,248.6848,290.8128,207,256,85,71,1047,18.2557,45.0251,100.7052,11m.jpg
11,11_spot_002,148.3646,299.6098,106,265,86,70,1056,18.334,46.1412,100.7052,11m.jpg
11,11_spot_003,330.1362,369.5534,253,312,149,112,1865,24.3649,86.1424,74.5239,11m.jpg
11,11_spot_004,815.5493,356.6877,774,316,83,82,1156,19.1824,49.3091,102.9916,11m.jpg
11,11_spot_005,473.3195,377.8621,440,345,67,67,870,16.6412,40.3858,90.8228,11m.jpg
11,11_spot_006,716.5257,385.0,676,345,82,82,1090,18.6268,49.543,102.9916,11m.jpg
11,11_spot_007,145.9874,401.5074,114,362,64,80,952,17.4078,43.2355,96.2096,11m.jpg
11,11_spot_008,324.9876,443.8992,300,419,50,50,645,14.3286,29.4513,74.5239,11m.jpg
11,11_spot_009,460.5952,467.7891,436,448,50,41,588,13.6809,26.435,90.8228,11m.jpg
11,11_spot_010,181.4678,490.9357,156,460,52,62,793,15.8877,32.7568,78.4231,11m.jpg
11,11_spot_011,259.5437,498.3069,231,470,58,58,756,15.5126,32.6498,78.4231,11m.jpg
11,11_spot_012,712.2592,522.4781,670,480,86,86,1165,19.257,51.793,137.5443,11m.jpg
11,11_spot_013,985.425,567.8494,923,517,124,103,1633,22.7991,66.6278,99.8964,11m.jpg
11,11_spot_014,484.0612,575.1874,447,538,76,76,1062,18.386,44.0513,99.6502,11m.jpg
11,11_spot_015,238.9971,602.5727,213,577,53,52,681,14.7231,31.4703,69.4899,11m.jpg
11,11_spot_016,1064.1677,629.322,1027,591,81,74,972,17.5897,48.5027,99.8964,11m.jpg
11,11_spot_017,274.1211,662.5322,241,637,68,52,793,15.8877,37.1518,58.7228,11m.jpg
11,11_spot_018,503.0612,673.0095,471,636,65,75,947,17.362,40.0313,90.6719,11m.jpg
11,11_spot_019,413.2776,685.6701,383,664,61,44,688,14.7986,30.9234,77.799,11m.jpg
11,11_spot_020,278.7532,721.072,247,690,64,64,847,16.4198,35.8522,58.7228,11m.jpg
11,11_spot_021,398.6839,762.0881,357,720,85,86,1158,19.199,42.9742,77.799,11m.jpg
11,11_spot_022,192.756,798.3812,161,771,65,55,787,15.8275,34.0486,115.6384,11m.jpg
11,11_spot_023,556.5541,954.0645,506,895,102,119,1534,22.0972,63.3394,181.6232,11m.jpg
11,11_spot_024,293.8296,947.5405,249,903,90,90,1197,19.5197,55.1997,92.5924,11m.jpg
11,11_spot_025,201.3449,952.0049,171,921,62,62,809,16.0472,34.9071,92.5924,11m.jpg
11,11_spot_026,802.9053,1038.0754,764,1004,79,69,1035,18.1508,41.9316,260.282,11m.jpg
11,11_spot_027,201.7466,1119.0587,142,1072,123,94,1567,22.3336,62.5001,147.7257,11m.jpg
