system_key,label,is_anomaly,consensus_rank,consensus_score,method_vote_count,output_file,image_path,rank,score,source_id,source_image,system,paired_mask_file,x,y,generation_method,blue_marker_ratio,border_foreground_ratio,center_foreground_ratio,contrast,dirty_mark_center_score,dirty_mark_found,dirty_mark_margin_score,dirty_mark_ratio,edge_density,entropy,estimated_background_ratio,exposure_score,flat_ratio,foreground_ratio,high_frequency_energy,laplacian_variance,largest_component_area,largest_component_ratio,largest_flat_background_ratio,local_std_mean,material_border_ratio,material_center_ratio,material_largest_component_area,material_largest_component_ratio,material_ratio,mean_brightness,quality_gate_pass,read_ok,tenengrad,manifest_path,isolation_forest_score,isolation_forest_norm,isolation_forest_rank,isolation_forest_flag,lof_score,lof_norm,lof_rank,lof_flag,pca_score,pca_norm,pca_rank,pca_flag,feature_columns
system_1_opencv_content_contour,clean_negative,1,11,0.83657271,2,clean_negative/clean_7_58.jpg,BacktestSelection\run_20260616_083812\system_1_opencv_content_contour\clean_negative\clean_7_58.jpg,256,0.57816455,7,7.jpg,system_1_opencv_content_contour,,144,1220,sliding_window_clean,0.00000000,1.00000000,1.00000000,23.70770196,0.00000000,0.00000000,0.00000000,0.00000000,0.10583496,0.75295568,0.16452026,0.98264313,0.20468140,0.99978638,0.14854223,183.50747618,65522.00000000,0.99978638,0.14469910,9.66798592,0.62709961,0.99328613,54727.00000000,0.83506775,0.83547974,171.27893066,1.00000000,1.00000000,3660.95898438,BacktestSelection\run_20260616_083812\system_1_opencv_content_contour\selected_manifest.csv,0.57144036,1.00000000,11,1,1.24956057,0.50971812,84,0,0.00006687,1.00000000,5,1,score;blue_marker_ratio;border_foreground_ratio;center_foreground_ratio;contrast;dirty_mark_center_score;dirty_mark_found;dirty_mark_margin_score;dirty_mark_ratio;edge_density;entropy;estimated_background_ratio;exposure_score;flat_ratio;foreground_ratio;high_frequency_energy;laplacian_variance;largest_component_area;largest_component_ratio;largest_flat_background_ratio;local_std_mean;material_border_ratio;material_center_ratio;material_largest_component_area;material_largest_component_ratio;material_ratio;mean_brightness;quality_gate_pass;read_ok;tenengrad
system_1_opencv_content_contour,clean_negative,1,12,0.83309754,2,clean_negative/clean_4_55.jpg,BacktestSelection\run_20260616_083812\system_1_opencv_content_contour\clean_negative\clean_4_55.jpg,258,0.56224322,4,4.jpg,system_1_opencv_content_contour,,144,192,sliding_window_clean,0.00000000,0.99985352,1.00000000,17.94664424,0.00000000,0.00000000,0.00000000,0.00000000,0.05975342,0.68721072,0.17672729,0.98519897,0.23733521,0.99989319,0.15212317,82.68749661,65529.00000000,0.99989319,0.13244629,7.49837065,0.66630859,0.97039795,53603.00000000,0.81791687,0.82327271,189.66477966,1.00000000,1.00000000,1970.34106445,BacktestSelection\run_20260616_083812\system_1_opencv_content_contour\selected_manifest.csv,0.61343020,1.00000000,12,1,1.32036166,0.64060771,50,0,0.00005149,0.85868491,19,1,score;blue_marker_ratio;border_foreground_ratio;center_foreground_ratio;contrast;dirty_mark_center_score;dirty_mark_found;dirty_mark_margin_score;dirty_mark_ratio;edge_density;entropy;estimated_background_ratio;exposure_score;flat_ratio;foreground_ratio;high_frequency_energy;laplacian_variance;largest_component_area;largest_component_ratio;largest_flat_background_ratio;local_std_mean;material_border_ratio;material_center_ratio;material_largest_component_area;material_largest_component_ratio;material_ratio;mean_brightness;quality_gate_pass;read_ok;tenengrad
system_1_opencv_content_contour,clean_negative,1,13,0.82241662,2,clean_negative/clean_4_84.jpg,BacktestSelection\run_20260616_083812\system_1_opencv_content_contour\clean_negative\clean_4_84.jpg,257,0.56556392,4,4.jpg,system_1_opencv_content_contour,,202,278,sliding_window_clean,0.00000000,0.94448242,1.00000000,17.90888361,0.00000000,0.00000000,0.00000000,0.00000000,0.06391907,0.67491500,0.19448853,0.98718262,0.23707581,0.96769714,0.15708113,93.00251768,62465.00000000,0.95314026,0.06837463,7.67555904,0.68784180,0.94946289,51815.00000000,0.79063416,0.80551147,186.52484131,1.00000000,1.00000000,2111.75878906,BacktestSelection\run_20260616_083812\system_1_opencv_content_contour\selected_manifest.csv,0.63426447,1.00000000,13,1,1.22658854,0.46724985,100,0,0.00006509,1.00000000,7,1,score;blue_marker_ratio;border_foreground_ratio;center_foreground_ratio;contrast;dirty_mark_center_score;dirty_mark_found;dirty_mark_margin_score;dirty_mark_ratio;edge_density;entropy;estimated_background_ratio;exposure_score;flat_ratio;foreground_ratio;high_frequency_energy;laplacian_variance;largest_component_area;largest_component_ratio;largest_flat_background_ratio;local_std_mean;material_border_ratio;material_center_ratio;material_largest_component_area;material_largest_component_ratio;material_ratio;mean_brightness;quality_gate_pass;read_ok;tenengrad
system_1_opencv_content_contour,clean_negative,1,14,0.79921948,1,clean_negative/clean_4_41.jpg,BacktestSelection\run_20260616_083812\system_1_opencv_content_contour\clean_negative\clean_4_41.jpg,242,0.70215566,4,4.jpg,system_1_opencv_content_contour,,144,144,sliding_window_clean,0.00000000,0.99975586,1.00000000,17.28246548,0.00000000,0.00000000,0.00000000,0.00000000,0.05619812,0.68506416,0.11709595,0.98767853,0.18669128,0.99984741,0.15866867,80.59963252,65526.00000000,0.99984741,0.06022644,7.48770332,0.77080078,0.95690918,57740.00000000,0.88104248,0.88290405,192.54292297,1.00000000,1.00000000,1862.78894043,BacktestSelection\run_20260616_083812\system_1_opencv_content_contour\selected_manifest.csv,0.56866975,0.99962378,16,1,1.34867480,0.69295006,42,0,0.00004307,0.70508461,34,0,score;blue_marker_ratio;border_foreground_ratio;center_foreground_ratio;contrast;dirty_mark_center_score;dirty_mark_found;dirty_mark_margin_score;dirty_mark_ratio;edge_density;entropy;estimated_background_ratio;exposure_score;flat_ratio;foreground_ratio;high_frequency_energy;laplacian_variance;largest_component_area;largest_component_ratio;largest_flat_background_ratio;local_std_mean;material_border_ratio;material_center_ratio;material_largest_component_area;material_largest_component_ratio;material_ratio;mean_brightness;quality_gate_pass;read_ok;tenengrad
system_1_opencv_content_contour,clean_negative,1,15,0.79306329,1,clean_negative/clean_9_132.jpg,BacktestSelection\run_20260616_083812\system_1_opencv_content_contour\clean_negative\clean_9_132.jpg,267,0.74308135,9,9.jpg,system_1_opencv_content_contour,,0,899,sliding_window_clean,0.00000000,1.00000000,1.00000000,25.37470615,0.00000000,0.00000000,0.00000000,0.00000000,0.19416809,0.77219510,0.08293152,0.96917725,0.08714294,1.00000000,0.16848278,535.43731418,65536.00000000,1.00000000,0.07850647,11.70985222,0.79096680,0.99914551,60096.00000000,0.91699219,0.91706848,184.54804993,1.00000000,1.00000000,5530.11328125,BacktestSelection\run_20260616_083812\system_1_opencv_content_contour\selected_manifest.csv,0.51845323,0.73581348,50,0,1.43284435,0.84855385,22,1,0.00004799,0.79482256,25,0,score;blue_marker_ratio;border_foreground_ratio;center_foreground_ratio;contrast;dirty_mark_center_score;dirty_mark_found;dirty_mark_margin_score;dirty_mark_ratio;edge_density;entropy;estimated_background_ratio;exposure_score;flat_ratio;foreground_ratio;high_frequency_energy;laplacian_variance;largest_component_area;largest_component_ratio;largest_flat_background_ratio;local_std_mean;material_border_ratio;material_center_ratio;material_largest_component_area;material_largest_component_ratio;material_ratio;mean_brightness;quality_gate_pass;read_ok;tenengrad
system_1_opencv_content_contour,clean_negative,1,16,0.78877949,2,clean_negative/clean_4_190.jpg,BacktestSelection\run_20260616_083812\system_1_opencv_content_contour\clean_negative\clean_4_190.jpg,238,0.70736146,4,4.jpg,system_1_opencv_content_contour,,384,1001,sliding_window_clean,0.00000000,0.99409180,1.00000000,17.08411901,0.00000000,0.00000000,0.00000000,0.00000000,0.05569458,0.67800919,0.13198853,0.99904633,0.21025085,0.99815369,0.17295694,125.93477667,65415.00000000,0.99815369,0.06468201,7.31816483,0.78789062,0.94995117,56858.00000000,0.86758423,0.86801147,138.87553406,1.00000000,1.00000000,2159.34619141,BacktestSelection\run_20260616_083812\system_1_opencv_content_contour\selected_manifest.csv,0.58103950,1.00000000,4,1,1.27929046,0.56467960,66,0,0.00004837,0.80165888,22,1,score;blue_marker_ratio;border_foreground_ratio;center_foreground_ratio;contrast;dirty_mark_center_score;dirty_mark_found;dirty_mark_margin_score;dirty_mark_ratio;edge_density;entropy;estimated_background_ratio;exposure_score;flat_ratio;foreground_ratio;high_frequency_energy;laplacian_variance;largest_component_area;largest_component_ratio;largest_flat_background_ratio;local_std_mean;material_border_ratio;material_center_ratio;material_largest_component_area;material_largest_component_ratio;material_ratio;mean_brightness;quality_gate_pass;read_ok;tenengrad
system_1_opencv_content_contour,clean_negative,1,17,0.78043076,2,clean_negative/clean_11_38.jpg,BacktestSelection\run_20260616_083812\system_1_opencv_content_contour\clean_negative\clean_11_38.jpg,286,0.71568219,11,11.jpg,system_1_opencv_content_contour,,748,682,sliding_window_clean,0.00000000,1.00000000,1.00000000,21.16356755,0.00000000,0.00000000,0.00000000,0.00000000,0.07009888,0.71747088,0.13215637,0.99855042,0.21871948,1.00000000,0.13098317,139.17110273,65536.00000000,1.00000000,0.01684570,7.93954086,0.83046875,0.89196777,56865.00000000,0.86769104,0.86784363,136.76679993,1.00000000,1.00000000,2473.33544922,BacktestSelection\run_20260616_083812\system_1_opencv_content_contour\selected_manifest.csv,0.55300487,0.91732902,24,1,1.20317386,0.42396325,109,0,0.00006503,1.00000000,13,1,score;blue_marker_ratio;border_foreground_ratio;center_foreground_ratio;contrast;dirty_mark_center_score;dirty_mark_found;dirty_mark_margin_score;dirty_mark_ratio;edge_density;entropy;estimated_background_ratio;exposure_score;flat_ratio;foreground_ratio;high_frequency_energy;laplacian_variance;largest_component_area;largest_component_ratio;largest_flat_background_ratio;local_std_mean;material_border_ratio;material_center_ratio;material_largest_component_area;material_largest_component_ratio;material_ratio;mean_brightness;quality_gate_pass;read_ok;tenengrad
system_1_opencv_content_contour,clean_negative,1,18,0.77921597,2,clean_negative/clean_7_31.jpg,BacktestSelection\run_20260616_083812\system_1_opencv_content_contour\clean_negative\clean_7_31.jpg,236,0.72146265,7,7.jpg,system_1_opencv_content_contour,,174,1127,sliding_window_clean,0.00000000,0.99990234,0.99896240,20.63934415,0.00000000,0.00000000,0.00000000,0.00000000,0.10852051,0.70246077,0.10336304,0.98096466,0.14620972,0.99577332,0.22751947,201.27262538,65259.00000000,0.99577332,0.06063843,10.30896664,0.78847656,0.97589111,58733.00000000,0.89619446,0.89663696,174.35748291,1.00000000,1.00000000,4014.04492188,BacktestSelection\run_20260616_083812\system_1_opencv_content_contour\selected_manifest.csv,0.49949327,0.63620818,75,0,1.46189261,0.90225522,21,1,0.00004823,0.79918451,23,1,score;blue_marker_ratio;border_foreground_ratio;center_foreground_ratio;contrast;dirty_mark_center_score;dirty_mark_found;dirty_mark_margin_score;dirty_mark_ratio;edge_density;entropy;estimated_background_ratio;exposure_score;flat_ratio;foreground_ratio;high_frequency_energy;laplacian_variance;largest_component_area;largest_component_ratio;largest_flat_background_ratio;local_std_mean;material_border_ratio;material_center_ratio;material_largest_component_area;material_largest_component_ratio;material_ratio;mean_brightness;quality_gate_pass;read_ok;tenengrad
system_1_opencv_content_contour,clean_negative,1,19,0.76788611,0,clean_negative/clean_7_16.jpg,BacktestSelection\run_20260616_083812\system_1_opencv_content_contour\clean_negative\clean_7_16.jpg,241,0.70265919,7,7.jpg,system_1_opencv_content_contour,,192,986,sliding_window_clean,0.00000000,0.99970703,0.99737549,19.16030909,0.00000000,0.00000000,0.00000000,0.00000000,0.11103821,0.66608826,0.11663818,0.98317719,0.15776062,0.99571228,0.26998109,200.73462326,65255.00000000,0.99571228,0.04090881,10.47766781,0.77055664,0.92279053,57872.00000000,0.88305664,0.88336182,174.01570129,1.00000000,1.00000000,4317.01367188,BacktestSelection\run_20260616_083812\system_1_opencv_content_contour\selected_manifest.csv,0.53426711,0.81889103,38,0,1.36133857,0.71636149,36,0,0.00004654,0.76840582,28,0,score;blue_marker_ratio;border_foreground_ratio;center_foreground_ratio;contrast;dirty_mark_center_score;dirty_mark_found;dirty_mark_margin_score;dirty_mark_ratio;edge_density;entropy;estimated_background_ratio;exposure_score;flat_ratio;foreground_ratio;high_frequency_energy;laplacian_variance;largest_component_area;largest_component_ratio;largest_flat_background_ratio;local_std_mean;material_border_ratio;material_center_ratio;material_largest_component_area;material_largest_component_ratio;material_ratio;mean_brightness;quality_gate_pass;read_ok;tenengrad
system_1_opencv_content_contour,clean_negative,1,20,0.76139609,1,clean_negative/clean_2_10.jpg,BacktestSelection\run_20260616_083812\system_1_opencv_content_contour\clean_negative\clean_2_10.jpg,250,0.65819180,2,2.jpg,system_1_opencv_content_contour,,48,96,sliding_window_clean,0.00000000,0.99902344,0.99908447,18.17630649,0.00000000,0.00000000,0.00000000,0.00000000,0.11413574,0.69415299,0.13500977,0.97543335,0.15686035,0.99887085,0.21154463,212.41129967,65462.00000000,0.99887085,0.05560303,8.98282051,0.74169922,0.98248291,56678.00000000,0.86483765,0.86499023,193.08546448,1.00000000,1.00000000,3125.01977539,BacktestSelection\run_20260616_083812\system_1_opencv_content_contour\selected_manifest.csv,0.54706529,0.88612570,27,0,1.25278256,0.51567458,82,0,0.00005279,0.88238799,18,1,score;blue_marker_ratio;border_foreground_ratio;center_foreground_ratio;contrast;dirty_mark_center_score;dirty_mark_found;dirty_mark_margin_score;dirty_mark_ratio;edge_density;entropy;estimated_background_ratio;exposure_score;flat_ratio;foreground_ratio;high_frequency_energy;laplacian_variance;largest_component_area;largest_component_ratio;largest_flat_background_ratio;local_std_mean;material_border_ratio;material_center_ratio;material_largest_component_area;material_largest_component_ratio;material_ratio;mean_brightness;quality_gate_pass;read_ok;tenengrad
