rank,system,score,label,output_file,paired_mask_file,source_id,source_image,x,y,generation_method,blue_marker_ratio,border_foreground_ratio,center_foreground_ratio,contrast,dirty_mark_center_score,dirty_mark_found,dirty_mark_margin_score,dirty_mark_ratio,edge_density,entropy,estimated_background_ratio,exposure_score,flat_ratio,foreground_ratio,high_frequency_energy,laplacian_variance,largest_component_area,largest_component_ratio,largest_flat_background_ratio,local_std_mean,material_border_ratio,material_center_ratio,material_largest_component_area,material_largest_component_ratio,material_ratio,mean_brightness,quality_gate_pass,read_ok,tenengrad
21,system_3_numpy_frequency_balance,0.87380534,clean_negative,clean_negative/clean_3_36.jpg,,3,3.jpg,384,862,sliding_window_clean,0.00000000,1.00000000,1.00000000,25.52479733,0.00000000,0.00000000,0.00000000,0.00000000,0.21818542,0.77800314,0.00152588,0.98600006,0.01048279,1.00000000,0.24299809,805.57567859,65536.00000000,1.00000000,0.00012207,13.73670387,0.99711914,0.99908447,65436.00000000,0.99847412,0.99847412,168.52163696,1.00000000,1.00000000,7992.09277344
22,system_3_numpy_frequency_balance,0.87239208,clean_negative,clean_negative/clean_6_203.jpg,,6,6.jpg,384,1165,sliding_window_clean,0.00000000,0.99614258,1.00000000,22.35553392,0.00000000,0.00000000,0.00000000,0.00000000,0.18717957,0.72671668,0.02056885,0.97940063,0.03071594,0.99867249,0.29774204,579.29828164,65449.00000000,0.99867249,0.01152039,13.47345638,0.94594727,0.99719238,64188.00000000,0.97943115,0.97943115,168.91984558,1.00000000,1.00000000,7388.28125000
23,system_3_numpy_frequency_balance,0.87170303,clean_negative,clean_negative/clean_10_28.jpg,,10,10.jpg,772,393,sliding_window_clean,0.00000000,1.00000000,1.00000000,26.06669525,0.00000000,0.00000000,0.00000000,0.00000000,0.21493530,0.78089070,0.00584412,0.99107361,0.01679993,1.00000000,0.23109002,717.69263451,65536.00000000,1.00000000,0.00018311,14.22786140,0.97612305,0.99853516,65153.00000000,0.99415588,0.99415588,159.20359802,1.00000000,1.00000000,8365.56835938
24,system_3_numpy_frequency_balance,0.87164797,clean_negative,clean_negative/clean_10_19.jpg,,10,10.jpg,724,345,sliding_window_clean,0.00000000,1.00000000,1.00000000,25.35485246,0.00000000,0.00000000,0.00000000,0.00000000,0.20121765,0.77675327,0.01017761,0.99061584,0.02410889,1.00000000,0.23780107,694.98575680,65536.00000000,1.00000000,0.00396729,13.80756760,0.96694336,0.99853516,64869.00000000,0.98982239,0.98982239,159.52380371,1.00000000,1.00000000,8143.28125000
25,system_3_numpy_frequency_balance,0.86931796,clean_negative,clean_negative/clean_3_81.jpg,,3,3.jpg,432,984,sliding_window_clean,0.00000000,1.00000000,1.00000000,23.04006106,0.00000000,0.00000000,0.00000000,0.00000000,0.17706299,0.74420436,0.00805664,0.99027252,0.03193665,0.99993896,0.25208730,673.26839081,65532.00000000,0.99993896,0.00234985,12.64206314,0.99672852,0.98992920,65008.00000000,0.99194336,0.99194336,162.32328796,1.00000000,1.00000000,7002.51806641
26,system_3_numpy_frequency_balance,0.86852976,clean_negative,clean_negative/clean_3_46.jpg,,3,3.jpg,384,888,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.91089386,0.00000000,0.00000000,0.00000000,0.00000000,0.21035767,0.77199332,0.00347900,0.98733521,0.01686096,1.00000000,0.24124369,738.39870048,65536.00000000,1.00000000,0.00012207,13.31178474,0.99218750,0.99920654,65308.00000000,0.99652100,0.99652100,168.59199524,1.00000000,1.00000000,7461.47753906
27,system_3_numpy_frequency_balance,0.86783766,clean_negative,clean_negative/clean_10_39.jpg,,10,10.jpg,676,475,sliding_window_clean,0.00000000,1.00000000,1.00000000,28.68545907,0.00000000,0.00000000,0.00000000,0.00000000,0.24401855,0.79681118,0.00482178,0.98733521,0.00978088,1.00000000,0.23607613,897.62283903,65536.00000000,1.00000000,0.00000000,15.92232895,0.99711914,0.99884033,65220.00000000,0.99517822,0.99517822,154.15258789,1.00000000,1.00000000,10347.00000000
28,system_3_numpy_frequency_balance,0.86622643,clean_negative,clean_negative/clean_10_47.jpg,,10,10.jpg,120,796,sliding_window_clean,0.00000000,0.99916992,0.99969482,20.45399561,0.00000000,0.00000000,0.00000000,0.00000000,0.22097778,0.72297549,0.02168274,0.98184204,0.02603149,0.99917603,0.30053464,618.06747765,65482.00000000,0.99917603,0.01211548,12.65379524,0.95419922,0.97259521,64115.00000000,0.97831726,0.97831726,185.74218750,1.00000000,1.00000000,6226.01855469
29,system_3_numpy_frequency_balance,0.86601790,clean_negative,clean_negative/clean_10_34.jpg,,10,10.jpg,676,441,sliding_window_clean,0.00000000,1.00000000,1.00000000,28.26696240,0.00000000,0.00000000,0.00000000,0.00000000,0.24198914,0.79856300,0.00425720,0.98649597,0.00935364,1.00000000,0.23663668,860.27375196,65536.00000000,1.00000000,0.00000000,15.73759174,0.99731445,0.99884033,65257.00000000,0.99574280,0.99574280,157.18904114,1.00000000,1.00000000,10109.27343750
30,system_3_numpy_frequency_balance,0.86186087,clean_negative,clean_negative/clean_10_36.jpg,,10,10.jpg,772,441,sliding_window_clean,0.00000000,1.00000000,1.00000000,27.45935835,0.00000000,0.00000000,0.00000000,0.00000000,0.23117065,0.79033454,0.00132751,0.98928070,0.00787354,1.00000000,0.22408874,748.76981483,65536.00000000,1.00000000,0.00000000,14.96980095,0.99819336,1.00000000,65449.00000000,0.99867249,0.99867249,158.46737671,1.00000000,1.00000000,8999.67480469
31,system_3_numpy_frequency_balance,0.86146056,clean_negative,clean_negative/clean_6_182.jpg,,6,6.jpg,336,1069,sliding_window_clean,0.00000000,1.00000000,1.00000000,21.40432941,0.00000000,0.00000000,0.00000000,0.00000000,0.16850281,0.72769761,0.01161194,0.98695374,0.03454590,0.99955750,0.27137697,538.36109347,65507.00000000,0.99955750,0.00294495,12.11890984,0.98999023,0.98492432,64770.00000000,0.98831177,0.98838806,167.91857910,1.00000000,1.00000000,6300.28027344
32,system_3_numpy_frequency_balance,0.86138132,clean_negative,clean_negative/clean_1_75.jpg,,1,1.jpg,440,778,sliding_window_clean,0.00000000,1.00000000,1.00000000,17.93852068,0.00000000,0.00000000,0.00000000,0.00000000,0.13629150,0.66063452,0.02058411,0.99904633,0.06257629,1.00000000,0.30556396,598.78682322,65536.00000000,1.00000000,0.00000000,10.41357517,0.97822266,0.99450684,64182.00000000,0.97933960,0.97941589,131.13276672,1.00000000,1.00000000,5172.29541016
33,system_3_numpy_frequency_balance,0.86092143,clean_negative,clean_negative/clean_8_19.jpg,,8,8.jpg,358,564,sliding_window_clean,0.00000000,1.00000000,1.00000000,22.78278166,0.00000000,0.00000000,0.00000000,0.00000000,0.17036438,0.72301292,0.01300049,0.99408722,0.03974915,1.00000000,0.24140148,458.93678008,65536.00000000,1.00000000,0.00018311,12.30253601,0.98051758,0.98657227,64684.00000000,0.98699951,0.98699951,153.40444946,1.00000000,1.00000000,6149.42480469
34,system_3_numpy_frequency_balance,0.86023244,clean_negative,clean_negative/clean_10_32.jpg,,10,10.jpg,55,400,sliding_window_clean,0.00000000,0.99707031,0.99993896,18.77280379,0.00000000,0.00000000,0.00000000,0.00000000,0.19229126,0.70526107,0.02624512,0.98977661,0.03173828,0.99844360,0.30991310,544.06786440,65434.00000000,0.99844360,0.02380371,11.74984932,0.95898438,1.00000000,63547.00000000,0.96965027,0.97375488,183.62725830,1.00000000,1.00000000,5476.25781250
35,system_3_numpy_frequency_balance,0.86019003,clean_negative,clean_negative/clean_3_37.jpg,,3,3.jpg,432,862,sliding_window_clean,0.00000000,1.00000000,1.00000000,25.36973748,0.00000000,0.00000000,0.00000000,0.00000000,0.19703674,0.76608666,0.00431824,0.98916626,0.02586365,1.00000000,0.22977209,754.52845250,65536.00000000,1.00000000,0.00006104,13.09636307,0.99184570,0.99969482,65253.00000000,0.99568176,0.99568176,159.85227966,1.00000000,1.00000000,7619.45117188
36,system_3_numpy_frequency_balance,0.85655357,clean_negative,clean_negative/clean_6_194.jpg,,6,6.jpg,470,1120,sliding_window_clean,0.00000000,1.00000000,1.00000000,22.95298350,0.00000000,0.00000000,0.00000000,0.00000000,0.16712952,0.73750591,0.01660156,0.99038696,0.04785156,1.00000000,0.25102893,457.67024021,65536.00000000,1.00000000,0.00038147,12.34528255,0.96938477,0.99530029,64448.00000000,0.98339844,0.98339844,158.64842224,1.00000000,1.00000000,6458.95312500
37,system_3_numpy_frequency_balance,0.85649148,clean_negative,clean_negative/clean_8_29.jpg,,8,8.jpg,262,633,sliding_window_clean,0.00000000,1.00000000,1.00000000,18.93316691,0.00000000,0.00000000,0.00000000,0.00000000,0.14111328,0.68358572,0.03343201,0.99637604,0.07836914,1.00000000,0.31597951,454.81922347,65536.00000000,1.00000000,0.00173950,11.17015648,0.94418945,0.98596191,63313.00000000,0.96607971,0.96656799,149.32731628,1.00000000,1.00000000,5622.89062500
38,system_3_numpy_frequency_balance,0.85582844,clean_negative,clean_negative/clean_1_66.jpg,,1,1.jpg,488,730,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.79949033,0.00000000,0.00000000,0.00000000,0.00000000,0.17675781,0.74834998,0.00794983,0.99633789,0.03271484,1.00000000,0.21417333,708.66517402,65536.00000000,1.00000000,0.00001526,12.32993221,0.99497070,0.98358154,65015.00000000,0.99205017,0.99205017,140.58149719,1.00000000,1.00000000,6810.03466797
39,system_3_numpy_frequency_balance,0.85580994,clean_negative,clean_negative/clean_6_183.jpg,,6,6.jpg,384,1069,sliding_window_clean,0.00000000,0.99897461,1.00000000,22.72170358,0.00000000,0.00000000,0.00000000,0.00000000,0.17532349,0.73470402,0.01191711,0.98401642,0.03512573,0.99955750,0.26381555,550.02806440,65507.00000000,0.99955750,0.00294495,12.74452209,0.99106445,0.98132324,64750.00000000,0.98800659,0.98808289,165.96611023,1.00000000,1.00000000,6879.28613281
40,system_3_numpy_frequency_balance,0.85561737,clean_negative,clean_negative/clean_8_23.jpg,,8,8.jpg,262,612,sliding_window_clean,0.00000000,1.00000000,1.00000000,18.61691391,0.00000000,0.00000000,0.00000000,0.00000000,0.14743042,0.68222984,0.03262329,0.99660492,0.07969666,1.00000000,0.32777217,473.89528412,65536.00000000,1.00000000,0.00164795,11.21622276,0.94291992,0.98675537,63383.00000000,0.96714783,0.96737671,149.23820496,1.00000000,1.00000000,5716.50976562
41,system_3_numpy_frequency_balance,0.85466393,clean_negative,clean_negative/clean_8_17.jpg,,8,8.jpg,262,564,sliding_window_clean,0.00000000,1.00000000,1.00000000,18.08159279,0.00000000,0.00000000,0.00000000,0.00000000,0.14573669,0.67079560,0.02894592,0.99660492,0.07742310,1.00000000,0.35217410,490.38128757,65536.00000000,1.00000000,0.00164795,11.19644547,0.95043945,0.99108887,63624.00000000,0.97082520,0.97105408,150.41786194,1.00000000,1.00000000,5741.26171875
42,system_3_numpy_frequency_balance,0.85458916,clean_negative,clean_negative/clean_6_184.jpg,,6,6.jpg,419,1081,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.20192063,0.00000000,0.00000000,0.00000000,0.00000000,0.18531799,0.74996146,0.01008606,0.98161316,0.03269958,1.00000000,0.25830024,550.35928249,65536.00000000,1.00000000,0.00103760,13.22550201,0.98427734,0.99157715,64875.00000000,0.98991394,0.98991394,165.28839111,1.00000000,1.00000000,7287.56640625
43,system_3_numpy_frequency_balance,0.85400925,clean_negative,clean_negative/clean_3_61.jpg,,3,3.jpg,432,936,sliding_window_clean,0.00000000,1.00000000,1.00000000,23.46989369,0.00000000,0.00000000,0.00000000,0.00000000,0.17468262,0.74959524,0.00633240,0.99176025,0.03302002,1.00000000,0.23343147,654.73479075,65536.00000000,1.00000000,0.00086975,12.31765842,0.99189453,0.99725342,65116.00000000,0.99359131,0.99366760,160.30082703,1.00000000,1.00000000,6693.73339844
44,system_3_numpy_frequency_balance,0.85377894,clean_negative,clean_negative/clean_6_185.jpg,,6,6.jpg,469,1094,sliding_window_clean,0.00000000,1.00000000,1.00000000,23.73685415,0.00000000,0.00000000,0.00000000,0.00000000,0.17350769,0.74528805,0.01550293,0.98939514,0.04602051,1.00000000,0.24531014,467.07344618,65536.00000000,1.00000000,0.00003052,12.61136818,0.96840820,0.99523926,64515.00000000,0.98442078,0.98449707,159.66458130,1.00000000,1.00000000,6677.50683594
45,system_3_numpy_frequency_balance,0.85351142,clean_negative,clean_negative/clean_3_82.jpg,,3,3.jpg,480,984,sliding_window_clean,0.00000000,1.00000000,1.00000000,23.03764038,0.00000000,0.00000000,0.00000000,0.00000000,0.16867065,0.73522258,0.01115417,0.99107361,0.04316711,0.99993896,0.24322656,665.97633190,65532.00000000,0.99993896,0.00234985,12.30894279,0.98984375,0.98651123,64805.00000000,0.98884583,0.98884583,156.71246338,1.00000000,1.00000000,6773.00195312
46,system_3_numpy_frequency_balance,0.85349397,clean_negative,clean_negative/clean_6_205.jpg,,6,6.jpg,480,1165,sliding_window_clean,0.00000000,0.99531250,1.00000000,21.85166974,0.00000000,0.00000000,0.00000000,0.00000000,0.15550232,0.72928127,0.01721191,0.99286652,0.04847717,0.99926758,0.25803635,437.20709968,65488.00000000,0.99926758,0.00152588,11.74821472,0.96362305,0.99847412,64400.00000000,0.98266602,0.98278809,156.85653687,1.00000000,1.00000000,5914.65283203
47,system_3_numpy_frequency_balance,0.85294727,clean_negative,clean_negative/clean_10_31.jpg,,10,10.jpg,48,400,sliding_window_clean,0.00000000,0.99731445,0.99981689,18.58656224,0.00000000,0.00000000,0.00000000,0.00000000,0.19465637,0.70247579,0.03073120,0.98950958,0.03681946,0.99826050,0.31488916,538.76067301,65422.00000000,0.99826050,0.02394104,11.77212715,0.94375000,1.00000000,63250.00000000,0.96511841,0.96926880,184.18916321,1.00000000,1.00000000,5468.05810547
48,system_3_numpy_frequency_balance,0.85240966,clean_negative,clean_negative/clean_3_15.jpg,,3,3.jpg,799,489,sliding_window_clean,0.00000000,1.00000000,1.00000000,25.34227411,0.00000000,0.00000000,0.00000000,0.00000000,0.20402527,0.75352979,0.01959229,0.98653412,0.03875732,1.00000000,0.24254996,607.47464722,65536.00000000,1.00000000,0.00299072,13.99753571,0.94790039,0.99969482,64247.00000000,0.98033142,0.98040771,158.86499023,1.00000000,1.00000000,8157.08496094
49,system_3_numpy_frequency_balance,0.84944328,clean_negative,clean_negative/clean_10_25.jpg,,10,10.jpg,55,366,sliding_window_clean,0.00000000,0.99970703,0.99981689,18.88540826,0.00000000,0.00000000,0.00000000,0.00000000,0.18782043,0.70462418,0.02877808,0.98889923,0.04296875,0.99911499,0.30276370,529.32743890,65478.00000000,0.99911499,0.02397156,11.62119102,0.98530273,0.98779297,63645.00000000,0.97114563,0.97122192,183.50395203,1.00000000,1.00000000,5404.94970703
50,system_3_numpy_frequency_balance,0.84901925,clean_negative,clean_negative/clean_6_171.jpg,,6,6.jpg,288,1028,sliding_window_clean,0.00000000,1.00000000,1.00000000,22.02354214,0.00000000,0.00000000,0.00000000,0.00000000,0.17411804,0.73529816,0.01066589,0.98516083,0.03189087,1.00000000,0.26096562,562.31199721,65536.00000000,1.00000000,0.00280762,12.18091011,0.97421875,0.99658203,64832.00000000,0.98925781,0.98933411,171.44731140,1.00000000,1.00000000,6340.01220703
51,system_3_numpy_frequency_balance,0.84852172,clean_negative,clean_negative/clean_3_47.jpg,,3,3.jpg,432,888,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.47659741,0.00000000,0.00000000,0.00000000,0.00000000,0.18652344,0.75826367,0.00602722,0.99103546,0.03228760,1.00000000,0.22383933,685.32884843,65536.00000000,1.00000000,0.00012207,12.51873875,0.98837891,0.99993896,65141.00000000,0.99397278,0.99397278,159.37934875,1.00000000,1.00000000,6940.08105469
52,system_3_numpy_frequency_balance,0.84779871,clean_negative,clean_negative/clean_10_51.jpg,,10,10.jpg,120,844,sliding_window_clean,0.00000000,0.99975586,0.99902344,21.04571096,0.00000000,0.00000000,0.00000000,0.00000000,0.22279358,0.72725503,0.02586365,0.97978210,0.02987671,0.99925232,0.28813905,633.29250822,65487.00000000,0.99925232,0.01239014,12.97146416,0.96645508,0.98071289,63841.00000000,0.97413635,0.97413635,185.47377014,1.00000000,1.00000000,6498.72070312
53,system_3_numpy_frequency_balance,0.84659608,clean_negative,clean_negative/clean_14_80.jpg,,14,14.jpg,290,604,sliding_window_clean,0.00000000,1.00000000,1.00000000,15.76025228,0.00000000,0.00000000,0.00000000,0.00000000,0.14804077,0.66671411,0.00953674,0.99698639,0.01965332,0.99961853,0.30611321,420.33302620,65511.00000000,0.99961853,0.00436401,9.76211643,0.99560547,0.99462891,64911.00000000,0.99046326,0.99046326,177.57817078,1.00000000,1.00000000,3963.49633789
54,system_3_numpy_frequency_balance,0.84579489,clean_negative,clean_negative/clean_14_79.jpg,,14,14.jpg,288,604,sliding_window_clean,0.00000000,1.00000000,1.00000000,15.78801046,0.00000000,0.00000000,0.00000000,0.00000000,0.15072632,0.66668057,0.00917053,0.99645233,0.01937866,0.99975586,0.31228298,421.56207390,65520.00000000,0.99975586,0.00440979,9.79463959,0.99580078,0.99505615,64935.00000000,0.99082947,0.99082947,177.83917236,1.00000000,1.00000000,3981.46679688
