label,output_file,source_id,system_1_score,system_2_score,system_3_score,foreground_ratio,largest_component_ratio,border_foreground_ratio,center_foreground_ratio,edge_density,laplacian_variance,tenengrad,entropy,local_std_mean,flat_ratio,contrast,exposure_score,high_frequency_energy,quality_gate_pass,dirty_mark_found,dirty_mark_ratio,dirty_mark_center_score,dirty_mark_margin_score
clean_negative,clean_negative/clean_1_11.jpg,1,-0.69665174,-1.08222249,-0.93833753,0.99703979,0.99703979,0.99062500,1.00000000,0.03483582,69.53682876,1268.74951172,0.62024248,5.57419395,0.42759705,17.67514505,0.99465942,0.10161451,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_12.jpg,1,-0.86106740,-1.22257203,-0.97777902,0.99162292,0.99162292,0.97602539,0.99975586,0.01951599,55.06696006,881.18792725,0.54566507,4.63806152,0.51156616,10.26165544,0.99984741,0.20089279,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_13.jpg,1,0.79438526,0.49944054,0.54471692,1.00000000,1.00000000,1.00000000,1.00000000,0.12126160,212.59095642,3651.79467773,0.78720013,9.49915504,0.14355469,27.81915472,0.99156952,0.11282481,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_14.jpg,1,0.77655994,0.59003398,0.69627757,0.99446106,0.99446106,0.99877930,0.99548340,0.14448547,371.80813394,4072.63159180,0.67427619,10.03148556,0.10726929,17.06376224,0.98588562,0.27835277,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_15.jpg,1,0.90055113,0.67824527,0.67643888,0.99987793,0.99987793,1.00000000,0.99951172,0.15580750,315.39036400,4641.65966797,0.78049119,10.93988991,0.06526184,25.66631720,0.98722076,0.14458701,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_16.jpg,1,0.83090252,0.57507191,0.58439339,0.99993896,0.99993896,1.00000000,0.99975586,0.14305115,253.49819565,4084.19067383,0.79238327,10.17565250,0.11264038,27.81070926,0.98840332,0.11876176,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_17.jpg,1,-0.50927907,-0.92609594,-0.76184774,0.99743652,0.99743652,0.98876953,1.00000000,0.04502869,94.05458890,1744.01281738,0.63377154,6.44439316,0.33961487,18.79933628,0.99439240,0.11943633,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_18.jpg,1,-0.66297009,-1.07675697,-0.79035593,0.98970032,0.98970032,0.96406250,1.00000000,0.02821350,77.97117484,1244.36889648,0.56005216,5.35525799,0.42256165,11.08272643,0.99969482,0.23319764,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_19.jpg,1,0.78783148,0.59880524,0.68673333,0.99539185,0.99539185,0.99956055,0.98803711,0.14897156,368.08856194,4061.43359375,0.68026670,10.04600620,0.10208130,17.51922850,0.98588562,0.26376417,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_20.jpg,1,0.86951939,0.64783464,0.61834997,0.99993896,0.99993896,1.00000000,1.00000000,0.14791870,319.26193088,4510.88232422,0.78553303,10.50922966,0.09268188,26.92159270,0.98699188,0.12350486,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_21.jpg,1,0.79934019,0.53103376,0.52379313,1.00000000,1.00000000,1.00000000,1.00000000,0.13029480,254.55342737,3841.44091797,0.79042991,9.58730507,0.14575195,28.74905537,0.98817444,0.10090414,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_22.jpg,1,0.79099933,0.51698545,0.51239475,1.00000000,1.00000000,1.00000000,1.00000000,0.12709045,246.67221884,3742.98046875,0.78950095,9.45016479,0.15093994,28.82866092,0.98889923,0.09700192,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_23.jpg,1,0.60731586,0.18757873,0.35070165,1.00000000,1.00000000,1.00000000,1.00000000,0.05967712,123.61545404,2208.38623047,0.64846714,7.26728249,0.27517700,19.77153760,0.99431610,0.13234031,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_24.jpg,1,-0.51933139,-0.95214387,-0.65146860,0.99781799,0.99781799,0.98696289,1.00000000,0.04173279,110.00272956,1701.92541504,0.57316315,6.17980719,0.34996033,12.10394673,0.99965668,0.25557813,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_25.jpg,1,0.68349213,0.27127010,0.46316037,1.00000000,1.00000000,1.00000000,1.00000000,0.06687927,154.34390095,2611.23681641,0.63934835,7.79084873,0.22865295,18.83997815,0.99649048,0.17283626,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_26.jpg,1,0.82583779,0.60441989,0.55984035,1.00000000,1.00000000,1.00000000,1.00000000,0.14476013,310.08774584,4341.84277344,0.77944128,10.10733032,0.12947083,27.71660848,0.98676300,0.10983826,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_27.jpg,1,0.77633790,0.51358376,0.49125639,1.00000000,1.00000000,1.00000000,1.00000000,0.12855530,260.79222082,3799.22265625,0.78355972,9.33386898,0.16810608,29.27048121,0.98748779,0.09456025,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_28.jpg,1,0.77139526,0.50179701,0.48284729,1.00000000,1.00000000,1.00000000,1.00000000,0.12573242,253.73100448,3701.85742188,0.78266319,9.19890213,0.17221069,29.30186932,0.98821259,0.09163594,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_29.jpg,1,0.59913858,0.17391806,0.49169607,1.00000000,1.00000000,1.00000000,1.00000000,0.05732727,146.17753752,2285.10546875,0.58530732,7.09520054,0.28077698,13.10628950,0.99923706,0.28650603,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_30.jpg,1,0.79149456,0.39508629,0.62432032,1.00000000,1.00000000,1.00000000,1.00000000,0.08300781,196.13794141,3271.95947266,0.64209024,8.68174553,0.18043518,17.70195052,0.99687195,0.23689713,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_31.jpg,1,0.82497121,0.61974078,0.59570523,1.00000000,1.00000000,1.00000000,1.00000000,0.14048767,331.46156906,4623.63476562,0.74979726,10.21511841,0.13331604,26.13652228,0.98817444,0.13317099,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_32.jpg,1,0.78753006,0.54137933,0.52922028,1.00000000,1.00000000,1.00000000,1.00000000,0.12351990,283.28383872,4080.89990234,0.76323438,9.45653629,0.16160583,27.64807913,0.98897552,0.11161735,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_33.jpg,1,0.78572860,0.53314187,0.52356293,1.00000000,1.00000000,1.00000000,1.00000000,0.12118530,279.38860703,4003.28125000,0.76303252,9.35258293,0.16459656,27.64626470,0.98939514,0.10973605,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_34.jpg,1,0.73706030,0.33445189,0.63201851,1.00000000,1.00000000,1.00000000,1.00000000,0.07901001,187.60945884,2954.38476562,0.60521483,8.17808914,0.20875549,14.59252217,0.99931335,0.29422903,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_35.jpg,1,0.68576666,0.52270891,0.51408362,0.98439026,0.98365784,0.98037109,1.00000000,0.13082886,336.58319352,4629.34960938,0.72230808,9.83493900,0.19044495,24.13047845,0.98760223,0.15482214,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_36.jpg,1,0.74321891,0.56116906,0.55236799,0.98414612,0.98213196,0.94267578,1.00000000,0.13420105,334.10374284,4665.82226562,0.72414549,9.98614788,0.16754150,24.59485141,0.98779297,0.14900196,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_37.jpg,1,0.77376633,0.60553868,0.60098079,0.99543762,0.99491882,0.98540039,1.00000000,0.13401794,372.11263302,4906.76464844,0.70509370,10.15769291,0.15484619,23.77851855,0.98828888,0.17035732,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_38.jpg,1,0.80468062,0.60845852,0.60696670,0.99729919,0.99729919,0.98457031,1.00000000,0.13241577,360.72216941,4801.49511719,0.70405730,10.07142067,0.14617920,24.11670829,0.98847961,0.16117314,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_39.jpg,1,0.85129782,0.63797403,0.62981828,1.00000000,1.00000000,1.00000000,1.00000000,0.13555908,361.63958738,4795.10644531,0.70964885,10.15852451,0.12644958,24.83675317,0.98886108,0.15171665,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_40.jpg,1,0.81657767,0.58005353,0.57924412,1.00000000,1.00000000,1.00000000,1.00000000,0.12225342,321.85418574,4366.93896484,0.73008776,9.58451653,0.14337158,25.93676550,0.98947144,0.13102052,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_41.jpg,1,0.81318822,0.57298626,0.57429148,1.00000000,1.00000000,1.00000000,1.00000000,0.12037659,319.83678109,4309.82275391,0.73134081,9.50492096,0.14791870,25.96619997,0.98973846,0.13045906,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_42.jpg,1,0.80739537,0.65940662,0.67182156,1.00000000,1.00000000,1.00000000,1.00000000,0.12928772,433.59209189,5420.48437500,0.67148050,10.33208656,0.15614319,21.91317416,0.99179840,0.21598661,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_43.jpg,1,0.83542138,0.65610721,0.67059912,1.00000000,1.00000000,1.00000000,1.00000000,0.12725830,417.41456180,5246.19238281,0.67055790,10.21256065,0.14669800,22.13401024,0.99221802,0.20343472,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_44.jpg,1,0.86468938,0.67378443,0.68338738,1.00000000,1.00000000,1.00000000,1.00000000,0.13027954,419.16981436,5215.92089844,0.67070206,10.25939751,0.13285828,22.37986243,0.99259949,0.19806242,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_45.jpg,1,0.87013793,0.68607560,0.68910286,1.00000000,1.00000000,1.00000000,1.00000000,0.12899780,413.89566767,5215.55224609,0.69308241,10.29781723,0.12112427,23.16776137,0.99259949,0.18889432,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_46.jpg,1,0.86421212,0.68356441,0.68377968,1.00000000,1.00000000,1.00000000,1.00000000,0.12866211,414.71919135,5210.30664062,0.69592802,10.28181362,0.12484741,23.26455591,0.99256134,0.18727945,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_47.jpg,1,0.88060377,0.72520568,0.71380442,1.00000000,1.00000000,1.00000000,1.00000000,0.13230896,457.14604337,5545.80126953,0.68728964,10.57498741,0.11354065,22.81422463,0.99164581,0.20313728,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_48.jpg,1,0.87649499,0.72363994,0.71010698,1.00000000,1.00000000,1.00000000,1.00000000,0.13134766,458.32768883,5543.49609375,0.69016830,10.56717396,0.11648560,22.90142197,0.99172211,0.20157562,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_49.jpg,1,0.85372038,0.70031070,0.69723687,1.00000000,1.00000000,1.00000000,1.00000000,0.13127136,462.92774958,5547.29931641,0.66421068,10.46317291,0.13494873,22.06232064,0.99164581,0.21397094,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_50.jpg,1,0.83038187,0.71728792,0.72011699,1.00000000,1.00000000,1.00000000,1.00000000,0.12924194,508.25386750,5787.34716797,0.65490830,10.56116962,0.14538574,21.04681284,0.99179840,0.24511658,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_51.jpg,1,0.80282671,0.71188843,0.70947997,1.00000000,1.00000000,1.00000000,1.00000000,0.13130188,519.37398945,5890.21582031,0.65371132,10.55038452,0.16139221,20.79894155,0.99149323,0.25294390,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_52.jpg,1,0.84327451,0.78183243,0.78934445,1.00000000,1.00000000,1.00000000,1.00000000,0.13124084,579.52498704,6213.40429688,0.64993298,10.82932091,0.13580322,18.89157566,0.99332428,0.34055313,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_53.jpg,1,0.86602021,0.78551394,0.80348790,1.00000000,1.00000000,1.00000000,1.00000000,0.12901306,572.67811559,6121.79687500,0.64767917,10.82350826,0.12342834,18.77739655,0.99382019,0.33806697,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_54.jpg,1,0.88996055,0.77774421,0.80380028,1.00000000,1.00000000,1.00000000,1.00000000,0.12155151,567.85061512,5713.64550781,0.64164782,10.44598007,0.10879517,17.15526874,0.99576569,0.36858806,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_55.jpg,1,0.88701521,0.76754374,0.80253325,1.00000000,1.00000000,1.00000000,1.00000000,0.11930847,551.92746208,5751.21191406,0.64559448,10.43154716,0.10928345,17.35667893,0.99526978,0.37022802,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_56.jpg,1,0.89891344,0.75852344,0.79873283,1.00000000,1.00000000,1.00000000,1.00000000,0.11741638,549.06565776,5448.70996094,0.64019048,10.24953842,0.10290527,16.42779918,0.99599457,0.38548824,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_57.jpg,1,0.89871757,0.80002927,0.81020848,1.00000000,1.00000000,1.00000000,1.00000000,0.12367249,609.99991392,5799.37207031,0.64008880,10.58472157,0.09782410,16.57771045,0.99588013,0.40096763,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_58.jpg,1,0.89253821,0.70058310,0.77406329,1.00000000,1.00000000,1.00000000,1.00000000,0.10783386,514.22539038,4870.67724609,0.62841741,9.67404366,0.11718750,15.58931911,0.99671936,0.38626364,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_59.jpg,1,0.89121717,0.75951309,0.78621745,1.00000000,1.00000000,1.00000000,1.00000000,0.11466980,580.99420039,5260.23339844,0.63106386,10.04076958,0.11204529,15.83788434,0.99656677,0.40206593,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_60.jpg,1,0.90101954,0.67821570,0.77801588,1.00000000,1.00000000,1.00000000,1.00000000,0.10719299,483.27889668,4397.58300781,0.63129445,9.38064957,0.11262512,15.29182723,0.99866486,0.36443940,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_61.jpg,1,0.90298577,0.73545595,0.79004704,1.00000000,1.00000000,1.00000000,1.00000000,0.11282349,549.10824516,4771.45898438,0.63271904,9.73022461,0.10528564,15.46109156,0.99843597,0.38604036,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_62.jpg,1,0.87231495,0.55049766,0.75103581,0.99899292,0.99899292,0.99931641,0.99877930,0.10542297,323.67942802,3643.97216797,0.63651657,9.14537334,0.11282349,15.17769323,0.99534607,0.32899156,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_63.jpg,1,0.89456192,0.59431330,0.77135712,0.99940491,0.99940491,0.99941406,1.00000000,0.10733032,361.31560872,3965.74902344,0.64164432,9.39456558,0.10700989,15.70190928,0.99546051,0.32578996,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_64.jpg,1,0.92088705,0.64762702,0.79800150,0.99937439,0.99937439,0.99833984,1.00000000,0.11935425,390.86742733,4272.98339844,0.64365462,9.76628685,0.09239197,16.03039878,0.99580383,0.33442986,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_65.jpg,1,0.97570825,0.92723165,0.88840702,1.00000000,1.00000000,1.00000000,1.00000000,0.16413879,724.58389788,6214.81689453,0.70724233,11.54100513,0.03814697,20.80655817,0.99820709,0.27169380,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_66.jpg,1,0.97099397,0.96037779,0.85582844,1.00000000,1.00000000,1.00000000,1.00000000,0.17675781,708.66517402,6810.03466797,0.74834998,12.32993221,0.03271484,24.79949033,0.99633789,0.21417333,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_67.jpg,1,0.97104584,0.97114166,0.81634680,1.00000000,1.00000000,1.00000000,1.00000000,0.18354797,627.40400304,6756.02441406,0.77588598,12.62691116,0.02549744,26.94834083,0.99546051,0.18000185,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_68.jpg,1,0.95424229,0.59846172,0.75212690,1.00000000,1.00000000,1.00000000,1.00000000,0.11892700,203.08069776,4120.29052734,0.73576689,10.51984406,0.06440735,21.97012142,0.99828339,0.19128813,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_69.jpg,1,0.96368893,0.62447564,0.75863397,1.00000000,1.00000000,1.00000000,1.00000000,0.12611389,214.26914629,4222.81152344,0.74229956,10.68078709,0.05435181,22.48469970,0.99835968,0.18445751,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_70.jpg,1,0.96682342,0.91620360,0.78019528,1.00000000,1.00000000,1.00000000,1.00000000,0.17626953,517.85850489,6381.09960938,0.78460034,12.46280384,0.03253174,27.87219226,0.99523163,0.15732655,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_71.jpg,1,0.96890439,0.85472273,0.79691435,1.00000000,1.00000000,1.00000000,1.00000000,0.17362976,424.30061933,6012.04199219,0.78306945,12.28273773,0.02825928,26.47933518,0.99530792,0.16891463,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_72.jpg,1,0.97647288,0.76111127,0.78609664,1.00000000,1.00000000,1.00000000,1.00000000,0.15835571,317.38515624,5171.19970703,0.76977030,11.62841129,0.02128601,24.93784914,0.99565125,0.16824907,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_73.jpg,1,0.97262684,0.68736985,0.77364757,1.00000000,1.00000000,1.00000000,1.00000000,0.14184570,250.28722402,4623.20166016,0.75823601,11.14038277,0.03245544,23.70510220,0.99664307,0.17497016,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_74.jpg,1,0.97058243,0.65802326,0.76788701,1.00000000,1.00000000,1.00000000,1.00000000,0.13713074,225.66224574,4329.26660156,0.75845536,10.91356850,0.04002380,23.57210123,0.99778748,0.17538173,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_75.jpg,1,0.96041484,0.83463212,0.86138133,1.00000000,1.00000000,1.00000000,1.00000000,0.13629150,598.78682322,5172.29541016,0.66063452,10.41357517,0.06257629,17.93852068,0.99904633,0.30556396,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_76.jpg,1,0.95813758,0.88823275,0.80453613,1.00000000,1.00000000,1.00000000,1.00000000,0.15144348,606.29115890,5872.65185547,0.71460652,11.29226398,0.05705261,23.22376023,0.99748230,0.21006255,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_77.jpg,1,0.96024876,0.91908271,0.77955621,1.00000000,1.00000000,1.00000000,1.00000000,0.16448975,568.80119722,6208.45019531,0.76118914,11.93116188,0.04684448,26.56319294,0.99618530,0.16732036,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_78.jpg,1,0.96257819,0.88327411,0.77361419,1.00000000,1.00000000,1.00000000,1.00000000,0.17346191,484.76264731,6124.19433594,0.78102509,12.22521210,0.03945923,27.65553648,0.99553680,0.15713055,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_79.jpg,1,0.96402936,0.84751422,0.79454611,1.00000000,1.00000000,1.00000000,1.00000000,0.17375183,420.86157700,5970.94726562,0.78129721,12.20319271,0.03488159,26.38297695,0.99546051,0.17128032,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_80.jpg,1,0.97636050,0.77125632,0.79898364,1.00000000,1.00000000,1.00000000,1.00000000,0.16159058,324.24131267,5273.35839844,0.76672633,11.71667957,0.02174377,24.67217239,0.99576569,0.17844565,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_81.jpg,1,0.97273319,0.69379144,0.78679645,1.00000000,1.00000000,1.00000000,1.00000000,0.14642334,251.49003413,4664.62109375,0.75425251,11.19263268,0.03007507,23.32380763,0.99679565,0.18563962,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_82.jpg,1,0.96824388,0.66481050,0.77366047,1.00000000,1.00000000,1.00000000,1.00000000,0.14187622,229.72575594,4396.25292969,0.75436815,10.94040680,0.04095459,23.19775406,0.99794006,0.18240428,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_83.jpg,1,0.95995373,0.63023110,0.75461119,1.00000000,1.00000000,1.00000000,1.00000000,0.13160706,215.13017265,4241.46191406,0.74397198,10.73474216,0.05328369,22.66989506,0.99809265,0.18063709,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_84.jpg,1,0.95096932,0.61366352,0.75273415,1.00000000,1.00000000,1.00000000,1.00000000,0.12748718,211.78859098,4194.97363281,0.73438740,10.61649132,0.06208801,21.93596629,0.99835968,0.19062835,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_85.jpg,1,0.97403533,0.69813119,0.79268933,1.00000000,1.00000000,1.00000000,1.00000000,0.14849854,253.38621293,4684.42871094,0.75290736,11.21651077,0.02880859,23.15951451,0.99664307,0.19007704,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_86.jpg,1,0.96985530,0.66972943,0.78210477,1.00000000,1.00000000,1.00000000,1.00000000,0.14369202,232.13683066,4430.66113281,0.75300876,10.97377396,0.03906250,23.04658389,0.99771118,0.18855554,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_87.jpg,1,0.96247354,0.63539787,0.76049678,1.00000000,1.00000000,1.00000000,1.00000000,0.13323975,217.39269632,4262.92578125,0.74327183,10.76625252,0.05104065,22.59946673,0.99797821,0.18362343,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_88.jpg,1,0.95599509,0.61667364,0.75624752,1.00000000,1.00000000,1.00000000,1.00000000,0.12725830,212.58477782,4191.25878906,0.73481631,10.63729382,0.05958557,21.98838907,0.99843597,0.19021885,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clean_negative,clean_negative/clean_1_89.jpg,1,0.97357629,0.80622075,0.81308534,1.00000000,1.00000000,1.00000000,1.00000000,0.16471863,366.87102371,5631.76611328,0.76249655,11.90351295,0.02404785,24.31516326,0.99538422,0.19103022,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000
