image_id,source_image,marked_image,spot_id,x_center,y_center,radius,component_area,enclosing_circle_radius,quality_score,pass_fail_status,manually_verified_alignment,alignment_note,marker_source,label_confidence,review_status,notes
1,1.jpg,1m.jpg,1_spot_011,196.7041,661.5095,27.4114,632,27.4114,80,PASS,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
1,1.jpg,1m.jpg,1_spot_012,833.195,718.1686,25.2466,605,25.2466,80,PASS,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
1,1.jpg,1m.jpg,1_spot_013,388.0248,952.0295,31.7806,847,31.7806,80,PASS,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
1,1.jpg,1m.jpg,1_spot_014,361.265,1003.641,22.229,585,22.229,80,PASS,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
1,1.jpg,1m.jpg,1_spot_015,110.7949,1016.9316,26.0991,746,26.0991,80,PASS,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
1,1.jpg,1m.jpg,1_spot_016,968.445,1086.3263,30.9557,809,30.9557,80,PASS,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
1,1.jpg,1m.jpg,1_spot_017,120.0791,1112.4516,30.6106,733,30.6106,80,PASS,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
1,1.jpg,1m.jpg,1_spot_018,529.9623,1137.1119,34.7708,822,34.7708,80,PASS,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
1,1.jpg,1m.jpg,1_spot_019,189.2399,1150.0257,34.3002,817,34.3002,80,PASS,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
1,1.jpg,1m.jpg,1_spot_020,316.6099,1166.2399,23.2864,546,23.2864,80,PASS,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
1,1.jpg,1m.jpg,1_spot_021,96.6929,1176.4743,28.0402,700,28.0402,80,PASS,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
1,1.jpg,1m.jpg,1_spot_022,293.8382,1222.2072,37.6432,1057,37.6432,80,PASS,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
1,1.jpg,1m.jpg,1_spot_023,391.9656,1218.8197,25.8724,610,25.8724,80,PASS,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
1,1.jpg,1m.jpg,1_spot_024,810.0536,1249.6525,19.9677,541,19.9677,80,PASS,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
1,1.jpg,1m.jpg,1_spot_025,144.801,1272.4466,33.361,824,33.361,80,PASS,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
1,1.jpg,1m.jpg,1_spot_026,479.9358,1392.0663,50.0,1432,53.4159,80,PASS,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_001,357.3391,276.6589,38.0593,988,38.0593,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_002,1025.7128,272.7787,24.4429,592,24.4429,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_003,659.6264,285.2903,27.1184,720,27.1184,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_004,504.5433,302.4759,32.0703,727,32.0703,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_005,560.0361,337.0228,22.8058,527,22.8058,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_006,885.6236,337.8182,25.9857,550,25.9857,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_007,632.8337,351.2266,30.2267,812,30.2267,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_008,507.5813,365.9533,29.6017,664,29.6017,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_009,564.1149,450.3409,20.3411,531,20.3411,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_010,161.1794,457.9058,19.9864,446,19.9864,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_011,903.5939,478.032,29.5192,687,29.5192,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_012,1007.8271,542.9944,23.2031,532,23.2031,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_013,952.0218,563.7495,21.3078,551,21.3078,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_014,117.5415,569.251,21.0999,482,21.0999,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_015,374.1,565.6412,16.7147,340,16.7147,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_016,566.2572,593.1538,18.6295,416,18.6295,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_017,463.0025,605.0494,18.5541,405,18.5541,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_018,527.3114,624.3969,20.5184,456,20.5184,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_019,431.5113,638.4538,22.9172,487,22.9172,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_020,324.4526,659.4347,26.1822,559,26.1822,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_021,589.2,677.8177,49.8279,1635,49.8279,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_022,180.4,686.8815,21.1261,540,21.1261,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_023,473.5781,681.5781,16.0,320,14.7802,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_024,631.6139,705.6655,24.0261,562,24.0261,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_025,520.0984,743.9009,50.0,1413,53.7821,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_026,803.0536,823.5571,25.8531,578,25.8531,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_027,285.0771,868.669,25.1646,571,25.1646,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_028,900.9787,884.814,29.2063,656,29.2063,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_029,392.6477,880.8659,20.2331,440,20.2331,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_030,771.3475,897.6695,29.4152,708,29.4152,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_031,1000.2615,913.2535,22.4139,501,22.4139,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_032,458.8436,932.5762,19.3253,505,19.3253,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_033,298.9323,977.323,24.6542,709,24.6542,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_034,350.5279,975.7401,17.4429,377,17.4429,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_035,980.365,987.5434,26.3487,611,26.3487,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_036,685.5724,988.1187,28.302,615,28.302,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_037,489.6646,1002.7511,17.959,474,17.959,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_038,288.4438,1019.6646,21.0298,480,21.0298,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_039,433.0133,1043.062,25.8274,677,25.8274,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_040,824.8473,1081.6557,30.5288,668,30.5288,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
2,2.jpg,2m.jpg,2_spot_041,601.6405,1230.5119,42.1934,1174,42.1934,70,FAIL,true,non-identical frame; visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_001,570.5854,125.8714,27.4114,591,27.4114,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_002,434.6344,145.5048,22.6496,517,22.6496,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_003,537.771,233.2938,32.3304,725,32.3304,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_004,142.9608,279.033,29.4513,637,29.4513,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_005,541.8559,296.6964,26.1634,583,26.1634,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_006,335.9331,318.644,36.1256,1031,36.1256,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_007,568.1683,336.0877,33.2943,707,33.2943,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_008,405.3987,348.4535,27.3543,602,27.3543,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_009,830.1756,383.6553,50.0,1407,57.7171,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_010,290.0368,351.0675,21.401,489,21.401,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_011,770.2137,407.4427,31.2492,716,31.2492,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_012,566.2632,401.5673,23.7146,513,23.7146,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_013,591.8757,452.9963,48.4367,1344,48.4367,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_014,324.1298,446.1258,21.4815,493,21.4815,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_015,254.3984,498.7969,17.25,384,17.25,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_016,299.5792,543.7054,23.4416,499,23.4416,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_017,259.3325,544.3943,19.2095,421,19.2095,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_018,48.4662,552.0819,24.5437,562,24.5437,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_019,332.9404,569.6026,21.101,453,21.101,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_020,185.4831,585.4171,25.8724,561,25.8724,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_021,425.0426,624.8393,40.5618,915,40.5618,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_022,728.2912,625.942,32.0352,776,32.0352,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_023,123.7129,624.3305,26.8051,714,26.8051,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_024,651.0575,696.9726,27.5593,731,27.5593,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_025,135.6103,698.7534,25.3477,580,25.3477,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_026,363.4701,699.3296,27.7355,619,27.7355,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_027,741.3614,719.2272,46.3817,999,46.3817,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_028,326.6567,781.6119,32.5001,670,32.5001,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_029,641.0292,795.8355,34.5164,754,34.5164,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_030,946.1209,793.7043,31.2492,761,31.2492,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_031,441.4018,819.9745,24.8497,550,24.8497,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_032,917.0801,915.5381,42.9114,1024,42.9114,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
3,3.jpg,3m.jpg,3_spot_033,632.1991,1284.5039,28.4254,643,28.4254,70,FAIL,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
4,4.jpg,4m.jpg,4_spot_001,585.4169,131.5208,33.6509,770,33.6509,80,PASS,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
4,4.jpg,4m.jpg,4_spot_002,901.2867,324.4352,26.8562,586,26.8562,80,PASS,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
4,4.jpg,4m.jpg,4_spot_003,166.021,562.8546,26.5001,619,26.5001,80,PASS,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
4,4.jpg,4m.jpg,4_spot_004,441.5342,722.601,27.1018,629,27.1018,80,PASS,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
4,4.jpg,4m.jpg,4_spot_005,998.7762,771.6036,31.3848,724,31.3848,80,PASS,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
4,4.jpg,4m.jpg,4_spot_006,368.9676,800.6922,38.8122,926,38.8122,80,PASS,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
4,4.jpg,4m.jpg,4_spot_007,55.9972,865.6364,31.8984,715,31.8984,80,PASS,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
4,4.jpg,4m.jpg,4_spot_008,272.0084,894.6657,31.5655,718,31.5655,80,PASS,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
4,4.jpg,4m.jpg,4_spot_009,85.5958,904.1299,33.3543,762,33.3543,80,PASS,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
4,4.jpg,4m.jpg,4_spot_010,126.3667,976.2288,34.7636,848,34.7636,80,PASS,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
4,4.jpg,4m.jpg,4_spot_011,351.4394,982.5895,24.5968,553,24.5968,80,PASS,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
4,4.jpg,4m.jpg,4_spot_012,901.8487,1006.9615,32.8715,780,32.8715,80,PASS,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
4,4.jpg,4m.jpg,4_spot_013,812.1679,1063.9346,30.4139,703,30.4139,80,PASS,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
4,4.jpg,4m.jpg,4_spot_014,141.1663,1094.8106,18.0279,433,18.0279,80,PASS,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
4,4.jpg,4m.jpg,4_spot_015,683.0987,1107.8898,29.5856,699,29.5856,80,PASS,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
4,4.jpg,4m.jpg,4_spot_016,219.8126,1107.5444,21.7113,507,21.7113,80,PASS,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
4,4.jpg,4m.jpg,4_spot_017,878.2318,1136.0894,39.0513,906,39.0513,80,PASS,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
4,4.jpg,4m.jpg,4_spot_018,130.1594,1133.545,18.8216,433,18.8216,80,PASS,true,visually verified marker-to-defect correspondence,blue_marker,preliminary_verified,pending_preview_confirmation,no automatic merge; no warp; no coordinate correction
