crop_path,resolved_image_id,resolved_source_image,spot_id,traceability_level,match_method,validation_result,notes
dirty_positive/dirty_1_58.jpg,1,1.jpg,1_spot_015,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_59.jpg,1,1.jpg,1_spot_015,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_60.jpg,1,1.jpg,1_spot_015,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_61.jpg,1,1.jpg,1_spot_016,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_62.jpg,1,1.jpg,1_spot_016,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_63.jpg,1,1.jpg,1_spot_016,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_64.jpg,1,1.jpg,1_spot_016,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_65.jpg,1,1.jpg,1_spot_017,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_66.jpg,1,1.jpg,1_spot_017,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_67.jpg,1,1.jpg,1_spot_017,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_68.jpg,1,1.jpg,1_spot_017,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_69.jpg,1,1.jpg,1_spot_018,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_70.jpg,1,1.jpg,1_spot_018,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_71.jpg,1,1.jpg,1_spot_018,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_72.jpg,1,1.jpg,1_spot_018,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_73.jpg,1,1.jpg,1_spot_019,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_74.jpg,1,1.jpg,1_spot_019,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_75.jpg,1,1.jpg,1_spot_019,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_76.jpg,1,1.jpg,1_spot_019,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_77.jpg,1,1.jpg,1_spot_020,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_78.jpg,1,1.jpg,1_spot_020,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_79.jpg,1,1.jpg,1_spot_020,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_80.jpg,1,1.jpg,1_spot_020,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_81.jpg,1,1.jpg,1_spot_021,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_82.jpg,1,1.jpg,1_spot_021,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_83.jpg,1,1.jpg,1_spot_021,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_84.jpg,1,1.jpg,1_spot_021,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_85.jpg,1,1.jpg,1_spot_022,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_86.jpg,1,1.jpg,1_spot_022,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_87.jpg,1,1.jpg,1_spot_022,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_88.jpg,1,1.jpg,1_spot_022,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_89.jpg,1,1.jpg,1_spot_023,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_90.jpg,1,1.jpg,1_spot_023,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_91.jpg,1,1.jpg,1_spot_023,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_92.jpg,1,1.jpg,1_spot_023,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_93.jpg,1,1.jpg,1_spot_024,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_94.jpg,1,1.jpg,1_spot_024,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_95.jpg,1,1.jpg,1_spot_024,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_96.jpg,1,1.jpg,1_spot_024,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_97.jpg,1,1.jpg,1_spot_025,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_98.jpg,1,1.jpg,1_spot_025,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_99.jpg,1,1.jpg,1_spot_025,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_100.jpg,1,1.jpg,1_spot_025,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_101.jpg,1,1.jpg,1_spot_026,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_102.jpg,1,1.jpg,1_spot_026,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_103.jpg,1,1.jpg,1_spot_026,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_1_104.jpg,1,1.jpg,1_spot_026,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_1.jpg,2,2.jpg,2_spot_001,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_2.jpg,2,2.jpg,2_spot_001,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_3.jpg,2,2.jpg,2_spot_001,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_4.jpg,2,2.jpg,2_spot_001,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_5.jpg,2,2.jpg,2_spot_002,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_6.jpg,2,2.jpg,2_spot_002,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_7.jpg,2,2.jpg,2_spot_002,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_8.jpg,2,2.jpg,2_spot_002,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_9.jpg,2,2.jpg,2_spot_003,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_10.jpg,2,2.jpg,2_spot_003,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_11.jpg,2,2.jpg,2_spot_003,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_12.jpg,2,2.jpg,2_spot_003,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_13.jpg,2,2.jpg,2_spot_004,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_14.jpg,2,2.jpg,2_spot_004,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_15.jpg,2,2.jpg,2_spot_004,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_16.jpg,2,2.jpg,2_spot_004,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_17.jpg,2,2.jpg,2_spot_005,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_18.jpg,2,2.jpg,2_spot_005,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_19.jpg,2,2.jpg,2_spot_005,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_20.jpg,2,2.jpg,2_spot_005,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_21.jpg,2,2.jpg,2_spot_006,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_22.jpg,2,2.jpg,2_spot_006,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_23.jpg,2,2.jpg,2_spot_006,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_24.jpg,2,2.jpg,2_spot_006,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_25.jpg,2,2.jpg,2_spot_007,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_26.jpg,2,2.jpg,2_spot_007,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_27.jpg,2,2.jpg,2_spot_007,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_28.jpg,2,2.jpg,2_spot_007,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_29.jpg,2,2.jpg,2_spot_008,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_30.jpg,2,2.jpg,2_spot_008,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_31.jpg,2,2.jpg,2_spot_008,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_32.jpg,2,2.jpg,2_spot_008,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_33.jpg,2,2.jpg,2_spot_009,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_34.jpg,2,2.jpg,2_spot_009,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_35.jpg,2,2.jpg,2_spot_009,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_36.jpg,2,2.jpg,2_spot_009,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_37.jpg,2,2.jpg,2_spot_010,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_38.jpg,2,2.jpg,2_spot_010,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_39.jpg,2,2.jpg,2_spot_010,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_40.jpg,2,2.jpg,2_spot_010,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_41.jpg,2,2.jpg,2_spot_011,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_42.jpg,2,2.jpg,2_spot_011,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_43.jpg,2,2.jpg,2_spot_011,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_44.jpg,2,2.jpg,2_spot_011,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_45.jpg,2,2.jpg,2_spot_012,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_46.jpg,2,2.jpg,2_spot_012,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_47.jpg,2,2.jpg,2_spot_012,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_48.jpg,2,2.jpg,2_spot_012,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_49.jpg,2,2.jpg,2_spot_013,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_50.jpg,2,2.jpg,2_spot_013,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_51.jpg,2,2.jpg,2_spot_013,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_52.jpg,2,2.jpg,2_spot_013,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_53.jpg,2,2.jpg,2_spot_014,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_54.jpg,2,2.jpg,2_spot_014,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_55.jpg,2,2.jpg,2_spot_014,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_56.jpg,2,2.jpg,2_spot_014,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_57.jpg,2,2.jpg,2_spot_015,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_58.jpg,2,2.jpg,2_spot_015,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_59.jpg,2,2.jpg,2_spot_015,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_60.jpg,2,2.jpg,2_spot_015,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_61.jpg,2,2.jpg,2_spot_016,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_62.jpg,2,2.jpg,2_spot_016,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
dirty_positive/dirty_2_63.jpg,2,2.jpg,2_spot_016,exact,source_id + dirty_spot_id -> final spot_id,pass,dirty_spot_id maps to final Ground Truth spot_id
