source_id,source_image,marked_image,output_file,label,x,y,width,height,patch_size,source_width,source_height,dirty_spot_id,dirty_center_x,dirty_center_y,blue_component_area,generation_method,marked_x,marked_y,original_x,original_y,original_match_score,resolved_image_id,resolved_source_image,dataset_split,pass_fail_status,lineage_status,traceability_level,audit_notes
1,1.jpg,1m.jpg,clean_negative/clean_1_33.jpg,clean_negative,389,240,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_34.jpg,clean_negative,852,240,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_35.jpg,clean_negative,249,256,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_36.jpg,clean_negative,289,256,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_37.jpg,clean_negative,249,288,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_38.jpg,clean_negative,289,288,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_39.jpg,clean_negative,337,288,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_40.jpg,clean_negative,385,288,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_41.jpg,clean_negative,389,288,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_42.jpg,clean_negative,249,336,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_43.jpg,clean_negative,289,336,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_44.jpg,clean_negative,337,336,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_45.jpg,clean_negative,385,336,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_46.jpg,clean_negative,389,336,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_47.jpg,clean_negative,385,348,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_48.jpg,clean_negative,389,348,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_49.jpg,clean_negative,327,351,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_50.jpg,clean_negative,285,380,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_51.jpg,clean_negative,249,384,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_52.jpg,clean_negative,249,432,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_53.jpg,clean_negative,268,432,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_54.jpg,clean_negative,268,480,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_55.jpg,clean_negative,246,481,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_56.jpg,clean_negative,241,528,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_57.jpg,clean_negative,268,528,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_58.jpg,clean_negative,241,576,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_59.jpg,clean_negative,268,576,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_60.jpg,clean_negative,241,624,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_61.jpg,clean_negative,268,624,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_62.jpg,clean_negative,0,705,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_63.jpg,clean_negative,48,705,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_64.jpg,clean_negative,81,705,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_65.jpg,clean_negative,440,730,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_66.jpg,clean_negative,488,730,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_67.jpg,clean_negative,535,730,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_68.jpg,clean_negative,852,753,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_69.jpg,clean_negative,831,760,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_70.jpg,clean_negative,584,761,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_71.jpg,clean_negative,632,761,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_72.jpg,clean_negative,680,761,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_73.jpg,clean_negative,728,761,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_74.jpg,clean_negative,776,761,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_75.jpg,clean_negative,440,778,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_76.jpg,clean_negative,488,778,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_77.jpg,clean_negative,536,778,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_78.jpg,clean_negative,584,778,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_79.jpg,clean_negative,632,778,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_80.jpg,clean_negative,680,778,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_81.jpg,clean_negative,728,778,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_82.jpg,clean_negative,776,778,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_83.jpg,clean_negative,824,778,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_84.jpg,clean_negative,852,778,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_85.jpg,clean_negative,728,785,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_86.jpg,clean_negative,776,785,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_87.jpg,clean_negative,824,785,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_88.jpg,clean_negative,852,785,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_89.jpg,clean_negative,667,820,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_90.jpg,clean_negative,440,826,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_91.jpg,clean_negative,488,826,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_92.jpg,clean_negative,536,826,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_93.jpg,clean_negative,584,826,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_94.jpg,clean_negative,632,826,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_95.jpg,clean_negative,440,832,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_96.jpg,clean_negative,488,832,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_97.jpg,clean_negative,536,832,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_98.jpg,clean_negative,584,874,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_99.jpg,clean_negative,632,874,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_100.jpg,clean_negative,663,874,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_101.jpg,clean_negative,580,922,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_102.jpg,clean_negative,584,922,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_103.jpg,clean_negative,632,922,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_104.jpg,clean_negative,663,922,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_105.jpg,clean_negative,580,954,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_106.jpg,clean_negative,584,954,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_107.jpg,clean_negative,632,954,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_108.jpg,clean_negative,663,954,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_109.jpg,clean_negative,850,1133,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_110.jpg,clean_negative,850,1181,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
1,1.jpg,1m.jpg,clean_negative/clean_1_111.jpg,clean_negative,850,1220,256,256,256,1108,1476,,,,,sliding_window_clean,,,,,,1,1.jpg,train,PASS,resolved,source-level only,clean-negative source split is traceable; defect-free status is not re-proven by this audit
