rank,system,score,label,output_file,paired_mask_file,source_id,source_image,x,y,generation_method,blue_marker_ratio,border_foreground_ratio,center_foreground_ratio,contrast,dirty_mark_center_score,dirty_mark_found,dirty_mark_margin_score,dirty_mark_ratio,edge_density,entropy,estimated_background_ratio,exposure_score,flat_ratio,foreground_ratio,high_frequency_energy,laplacian_variance,largest_component_area,largest_component_ratio,largest_flat_background_ratio,local_std_mean,material_border_ratio,material_center_ratio,material_largest_component_area,material_largest_component_ratio,material_ratio,mean_brightness,quality_gate_pass,read_ok,tenengrad
11,system_2_edge_texture_sharpness,0.96292357,clean_negative,clean_negative/clean_10_26.jpg,,10,10.jpg,676,393,sliding_window_clean,0.00000000,1.00000000,1.00000000,26.89482333,0.00000000,0.00000000,0.00000000,0.00000000,0.24061584,0.78942688,0.00065613,0.98786926,0.00410461,1.00000000,0.26384684,879.36450031,65536.00000000,1.00000000,0.00003052,15.73047924,1.00000000,0.99884033,65493.00000000,0.99934387,0.99934387,158.81953430,1.00000000,1.00000000,10112.27343750
12,system_2_edge_texture_sharpness,0.96037779,clean_negative,clean_negative/clean_1_66.jpg,,1,1.jpg,488,730,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.79949033,0.00000000,0.00000000,0.00000000,0.00000000,0.17675781,0.74834998,0.00794983,0.99633789,0.03271484,1.00000000,0.21417333,708.66517402,65536.00000000,1.00000000,0.00001526,12.32993221,0.99497070,0.98358154,65015.00000000,0.99205017,0.99205017,140.58149719,1.00000000,1.00000000,6810.03466797
13,system_2_edge_texture_sharpness,0.95901819,clean_negative,clean_negative/clean_10_11.jpg,,10,10.jpg,724,297,sliding_window_clean,0.00000000,1.00000000,1.00000000,23.78324252,0.00000000,0.00000000,0.00000000,0.00000000,0.19358826,0.76132337,0.01144409,0.99183655,0.02575684,1.00000000,0.25315937,640.98692369,65536.00000000,1.00000000,0.00396729,13.27518177,0.97602539,0.99578857,64786.00000000,0.98855591,0.98855591,160.47267151,1.00000000,1.00000000,7456.34375000
14,system_2_edge_texture_sharpness,0.95886381,clean_negative,clean_negative/clean_10_42.jpg,,10,10.jpg,820,488,sliding_window_clean,0.00000000,1.00000000,1.00000000,28.28263805,0.00000000,0.00000000,0.00000000,0.00000000,0.22456360,0.79026397,0.01026917,0.99046326,0.02078247,1.00000000,0.21441796,754.20632801,65536.00000000,1.00000000,0.00000000,14.94785500,0.95410156,0.99804688,64863.00000000,0.98973083,0.98973083,152.41278076,1.00000000,1.00000000,9117.05957031
15,system_2_edge_texture_sharpness,0.95811803,clean_negative,clean_negative/clean_3_47.jpg,,3,3.jpg,432,888,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.47659741,0.00000000,0.00000000,0.00000000,0.00000000,0.18652344,0.75826367,0.00602722,0.99103546,0.03228760,1.00000000,0.22383933,685.32884843,65536.00000000,1.00000000,0.00012207,12.51873875,0.98837891,0.99993896,65141.00000000,0.99397278,0.99397278,159.37934875,1.00000000,1.00000000,6940.08105469
16,system_2_edge_texture_sharpness,0.95809118,clean_negative,clean_negative/clean_10_18.jpg,,10,10.jpg,676,345,sliding_window_clean,0.00000000,1.00000000,1.00000000,25.78491618,0.00000000,0.00000000,0.00000000,0.00000000,0.21347046,0.77775542,0.00340271,0.98821259,0.01608276,1.00000000,0.25755253,767.93811172,65536.00000000,1.00000000,0.00000000,14.50292110,0.99521484,1.00000000,65313.00000000,0.99659729,0.99659729,158.32980347,1.00000000,1.00000000,8986.45312500
17,system_2_edge_texture_sharpness,0.95742175,clean_negative,clean_negative/clean_3_60.jpg,,3,3.jpg,384,936,sliding_window_clean,0.00000000,1.00000000,1.00000000,23.80987347,0.00000000,0.00000000,0.00000000,0.00000000,0.19752502,0.76016426,0.00431824,0.98874664,0.01910400,1.00000000,0.25220966,682.99017200,65536.00000000,1.00000000,0.00086975,12.97999573,0.99545898,0.99682617,65248.00000000,0.99560547,0.99568176,168.45007324,1.00000000,1.00000000,7099.31152344
18,system_2_edge_texture_sharpness,0.95689692,clean_negative,clean_negative/clean_10_39.jpg,,10,10.jpg,676,475,sliding_window_clean,0.00000000,1.00000000,1.00000000,28.68545907,0.00000000,0.00000000,0.00000000,0.00000000,0.24401855,0.79681118,0.00482178,0.98733521,0.00978088,1.00000000,0.23607613,897.62283903,65536.00000000,1.00000000,0.00000000,15.92232895,0.99711914,0.99884033,65220.00000000,0.99517822,0.99517822,154.15258789,1.00000000,1.00000000,10347.00000000
19,system_2_edge_texture_sharpness,0.95686727,clean_negative,clean_negative/clean_3_37.jpg,,3,3.jpg,432,862,sliding_window_clean,0.00000000,1.00000000,1.00000000,25.36973748,0.00000000,0.00000000,0.00000000,0.00000000,0.19703674,0.76608666,0.00431824,0.98916626,0.02586365,1.00000000,0.22977209,754.52845250,65536.00000000,1.00000000,0.00006104,13.09636307,0.99184570,0.99969482,65253.00000000,0.99568176,0.99568176,159.85227966,1.00000000,1.00000000,7619.45117188
20,system_2_edge_texture_sharpness,0.95680915,clean_negative,clean_negative/clean_10_19.jpg,,10,10.jpg,724,345,sliding_window_clean,0.00000000,1.00000000,1.00000000,25.35485246,0.00000000,0.00000000,0.00000000,0.00000000,0.20121765,0.77675327,0.01017761,0.99061584,0.02410889,1.00000000,0.23780107,694.98575680,65536.00000000,1.00000000,0.00396729,13.80756760,0.96694336,0.99853516,64869.00000000,0.98982239,0.98982239,159.52380371,1.00000000,1.00000000,8143.28125000
21,system_2_edge_texture_sharpness,0.95518183,clean_negative,clean_negative/clean_3_46.jpg,,3,3.jpg,384,888,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.91089386,0.00000000,0.00000000,0.00000000,0.00000000,0.21035767,0.77199332,0.00347900,0.98733521,0.01686096,1.00000000,0.24124369,738.39870048,65536.00000000,1.00000000,0.00012207,13.31178474,0.99218750,0.99920654,65308.00000000,0.99652100,0.99652100,168.59199524,1.00000000,1.00000000,7461.47753906
22,system_2_edge_texture_sharpness,0.95494753,clean_negative,clean_negative/clean_10_34.jpg,,10,10.jpg,676,441,sliding_window_clean,0.00000000,1.00000000,1.00000000,28.26696240,0.00000000,0.00000000,0.00000000,0.00000000,0.24198914,0.79856300,0.00425720,0.98649597,0.00935364,1.00000000,0.23663668,860.27375196,65536.00000000,1.00000000,0.00000000,15.73759174,0.99731445,0.99884033,65257.00000000,0.99574280,0.99574280,157.18904114,1.00000000,1.00000000,10109.27343750
23,system_2_edge_texture_sharpness,0.95470795,clean_negative,clean_negative/clean_3_36.jpg,,3,3.jpg,384,862,sliding_window_clean,0.00000000,1.00000000,1.00000000,25.52479733,0.00000000,0.00000000,0.00000000,0.00000000,0.21818542,0.77800314,0.00152588,0.98600006,0.01048279,1.00000000,0.24299809,805.57567859,65536.00000000,1.00000000,0.00012207,13.73670387,0.99711914,0.99908447,65436.00000000,0.99847412,0.99847412,168.52163696,1.00000000,1.00000000,7992.09277344
24,system_2_edge_texture_sharpness,0.94622398,clean_negative,clean_negative/clean_10_43.jpg,,10,10.jpg,852,488,sliding_window_clean,0.00000000,1.00000000,1.00000000,27.64202625,0.00000000,0.00000000,0.00000000,0.00000000,0.20887756,0.78201358,0.02674866,0.99156952,0.03773499,1.00000000,0.20516400,709.45111851,65536.00000000,1.00000000,0.00009155,14.18848228,0.91005859,0.99884033,63783.00000000,0.97325134,0.97325134,150.92453003,1.00000000,1.00000000,8425.87304688
25,system_2_edge_texture_sharpness,0.94600870,clean_negative,clean_negative/clean_3_61.jpg,,3,3.jpg,432,936,sliding_window_clean,0.00000000,1.00000000,1.00000000,23.46989369,0.00000000,0.00000000,0.00000000,0.00000000,0.17468262,0.74959524,0.00633240,0.99176025,0.03302002,1.00000000,0.23343147,654.73479075,65536.00000000,1.00000000,0.00086975,12.31765842,0.99189453,0.99725342,65116.00000000,0.99359131,0.99366760,160.30082703,1.00000000,1.00000000,6693.73339844
26,system_2_edge_texture_sharpness,0.94456544,clean_negative,clean_negative/clean_10_29.jpg,,10,10.jpg,820,393,sliding_window_clean,0.00000000,1.00000000,1.00000000,25.11983375,0.00000000,0.00000000,0.00000000,0.00000000,0.19058228,0.76560442,0.02816772,0.99286652,0.04559326,1.00000000,0.21794349,613.60982907,65536.00000000,1.00000000,0.00384521,13.01891136,0.92568359,0.99792480,63685.00000000,0.97175598,0.97183228,156.59817505,1.00000000,1.00000000,7243.61865234
27,system_2_edge_texture_sharpness,0.94280356,clean_negative,clean_negative/clean_3_80.jpg,,3,3.jpg,384,984,sliding_window_clean,0.00000000,1.00000000,1.00000000,23.28382618,0.00000000,0.00000000,0.00000000,0.00000000,0.18815613,0.75099405,0.01580811,0.98931885,0.02996826,0.99993896,0.26173714,661.31449166,65532.00000000,0.99993896,0.00891113,12.88620090,0.95307617,0.99041748,64500.00000000,0.98419189,0.98419189,167.88642883,1.00000000,1.00000000,7042.26464844
28,system_2_edge_texture_sharpness,0.94119536,clean_negative,clean_negative/clean_3_81.jpg,,3,3.jpg,432,984,sliding_window_clean,0.00000000,1.00000000,1.00000000,23.04006106,0.00000000,0.00000000,0.00000000,0.00000000,0.17706299,0.74420436,0.00805664,0.99027252,0.03193665,0.99993896,0.25208730,673.26839081,65532.00000000,0.99993896,0.00234985,12.64206314,0.99672852,0.98992920,65008.00000000,0.99194336,0.99194336,162.32328796,1.00000000,1.00000000,7002.51806641
29,system_2_edge_texture_sharpness,0.93832785,clean_negative,clean_negative/clean_3_27.jpg,,3,3.jpg,469,846,sliding_window_clean,0.00000000,1.00000000,1.00000000,25.96983172,0.00000000,0.00000000,0.00000000,0.00000000,0.18223572,0.76628598,0.01734924,0.99103546,0.05685425,1.00000000,0.19880942,692.44135736,65536.00000000,1.00000000,0.00000000,12.39237404,0.95961914,0.99621582,64365.00000000,0.98213196,0.98265076,152.98086548,1.00000000,1.00000000,7005.46191406
30,system_2_edge_texture_sharpness,0.93220616,clean_negative,clean_negative/clean_3_15.jpg,,3,3.jpg,799,489,sliding_window_clean,0.00000000,1.00000000,1.00000000,25.34227411,0.00000000,0.00000000,0.00000000,0.00000000,0.20402527,0.75352979,0.01959229,0.98653412,0.03875732,1.00000000,0.24254996,607.47464722,65536.00000000,1.00000000,0.00299072,13.99753571,0.94790039,0.99969482,64247.00000000,0.98033142,0.98040771,158.86499023,1.00000000,1.00000000,8157.08496094
31,system_2_edge_texture_sharpness,0.92937458,clean_negative,clean_negative/clean_10_20.jpg,,10,10.jpg,772,345,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.18524276,0.00000000,0.00000000,0.00000000,0.00000000,0.18879700,0.76238235,0.03669739,0.99156952,0.05513000,1.00000000,0.23576134,612.54486071,65536.00000000,1.00000000,0.00930786,12.89738464,0.90952148,0.99829102,62978.00000000,0.96096802,0.96330261,159.88024902,1.00000000,1.00000000,7190.07617188
32,system_2_edge_texture_sharpness,0.92771780,clean_negative,clean_negative/clean_3_28.jpg,,3,3.jpg,480,846,sliding_window_clean,0.00000000,1.00000000,1.00000000,25.68608718,0.00000000,0.00000000,0.00000000,0.00000000,0.17337036,0.76152555,0.01866150,0.99179840,0.06431580,1.00000000,0.19485481,657.42117667,65536.00000000,1.00000000,0.00000000,12.08246136,0.97216797,0.99615479,64305.00000000,0.98121643,0.98133850,150.94105530,1.00000000,1.00000000,6716.46289062
33,system_2_edge_texture_sharpness,0.92723165,clean_negative,clean_negative/clean_1_65.jpg,,1,1.jpg,440,730,sliding_window_clean,0.00000000,1.00000000,1.00000000,20.80655817,0.00000000,0.00000000,0.00000000,0.00000000,0.16413879,0.70724233,0.00877380,0.99820709,0.03814697,1.00000000,0.27169380,724.58389788,65536.00000000,1.00000000,0.00015259,11.54100513,0.99536133,0.99426270,64961.00000000,0.99122620,0.99122620,136.33232117,1.00000000,1.00000000,6214.81689453
34,system_2_edge_texture_sharpness,0.92663688,clean_negative,clean_negative/clean_3_82.jpg,,3,3.jpg,480,984,sliding_window_clean,0.00000000,1.00000000,1.00000000,23.03764038,0.00000000,0.00000000,0.00000000,0.00000000,0.16867065,0.73522258,0.01115417,0.99107361,0.04316711,0.99993896,0.24322656,665.97633190,65532.00000000,0.99993896,0.00234985,12.30894279,0.98984375,0.98651123,64805.00000000,0.98884583,0.98884583,156.71246338,1.00000000,1.00000000,6773.00195312
35,system_2_edge_texture_sharpness,0.92383290,clean_negative,clean_negative/clean_3_35.jpg,,3,3.jpg,336,862,sliding_window_clean,0.00000000,1.00000000,1.00000000,25.43375875,0.00000000,0.00000000,0.00000000,0.00000000,0.22622681,0.78089420,0.00228882,0.97489929,0.00526428,1.00000000,0.22556314,779.33430941,65536.00000000,1.00000000,0.00012207,13.56947899,0.99780273,0.99908447,65386.00000000,0.99771118,0.99771118,177.84992981,1.00000000,1.00000000,7579.09619141
36,system_2_edge_texture_sharpness,0.92344026,clean_negative,clean_negative/clean_3_59.jpg,,3,3.jpg,336,936,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.05217130,0.00000000,0.00000000,0.00000000,0.00000000,0.20686340,0.76341001,0.01873779,0.98268127,0.02828979,1.00000000,0.24137332,677.83354632,65536.00000000,1.00000000,0.01460266,13.05548477,0.92851562,0.99792480,64303.00000000,0.98118591,0.98126221,175.91825867,1.00000000,1.00000000,7026.96337891
37,system_2_edge_texture_sharpness,0.92245329,clean_negative,clean_negative/clean_3_45.jpg,,3,3.jpg,336,888,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.99723929,0.00000000,0.00000000,0.00000000,0.00000000,0.22007751,0.77585189,0.00419617,0.97550964,0.01100159,1.00000000,0.22697715,727.43905348,65536.00000000,1.00000000,0.00012207,13.33986568,0.99199219,0.99768066,65261.00000000,0.99580383,0.99580383,177.83706665,1.00000000,1.00000000,7265.06250000
38,system_2_edge_texture_sharpness,0.91908271,clean_negative,clean_negative/clean_1_77.jpg,,1,1.jpg,536,778,sliding_window_clean,0.00000000,1.00000000,1.00000000,26.56319294,0.00000000,0.00000000,0.00000000,0.00000000,0.16448975,0.76118914,0.01821899,0.99618530,0.04684448,1.00000000,0.16732036,568.80119722,65536.00000000,1.00000000,0.00010681,11.93116188,0.98027344,0.99035645,64337.00000000,0.98170471,0.98178101,141.13528442,1.00000000,1.00000000,6208.45019531
39,system_2_edge_texture_sharpness,0.91652746,clean_negative,clean_negative/clean_3_62.jpg,,3,3.jpg,480,936,sliding_window_clean,0.00000000,1.00000000,1.00000000,23.72690310,0.00000000,0.00000000,0.00000000,0.00000000,0.16049194,0.74285913,0.01393127,0.99217987,0.05696106,1.00000000,0.22433305,651.52263869,65536.00000000,1.00000000,0.00086975,11.93067646,0.97055664,0.99090576,64618.00000000,0.98599243,0.98606873,153.46760559,1.00000000,1.00000000,6541.85595703
40,system_2_edge_texture_sharpness,0.91620360,clean_negative,clean_negative/clean_1_70.jpg,,1,1.jpg,584,761,sliding_window_clean,0.00000000,1.00000000,1.00000000,27.87219226,0.00000000,0.00000000,0.00000000,0.00000000,0.17626953,0.78460034,0.01229858,0.99523163,0.03253174,1.00000000,0.15732655,517.85850489,65536.00000000,1.00000000,0.00010681,12.46280384,0.98041992,0.99359131,64725.00000000,0.98762512,0.98770142,146.40211487,1.00000000,1.00000000,6381.09960938
41,system_2_edge_texture_sharpness,0.91551780,clean_negative,clean_negative/clean_9_143.jpg,,9,9.jpg,144,947,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.70919316,0.00000000,0.00000000,0.00000000,0.00000000,0.17506409,0.75101002,0.01725769,0.98580933,0.05036926,1.00000000,0.22634621,705.07436346,65536.00000000,1.00000000,0.00183105,12.58085060,0.97128906,0.99572754,64405.00000000,0.98274231,0.98274231,164.20011902,1.00000000,1.00000000,6996.51269531
42,system_2_edge_texture_sharpness,0.91087747,clean_negative,clean_negative/clean_6_204.jpg,,6,6.jpg,432,1165,sliding_window_clean,0.00000000,0.99731445,1.00000000,22.44005943,0.00000000,0.00000000,0.00000000,0.00000000,0.18247986,0.73596795,0.00680542,0.98847961,0.02038574,0.99916077,0.27307671,523.75275471,65481.00000000,0.99916077,0.00152588,12.88232040,0.99067383,0.99847412,65090.00000000,0.99319458,0.99319458,164.48414612,1.00000000,1.00000000,6799.30468750
43,system_2_edge_texture_sharpness,0.91078233,clean_negative,clean_negative/clean_3_48.jpg,,3,3.jpg,480,888,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.35449457,0.00000000,0.00000000,0.00000000,0.00000000,0.16430664,0.74665236,0.01821899,0.99263763,0.06765747,1.00000000,0.20633601,627.85689613,65536.00000000,1.00000000,0.00000000,11.74368095,0.97407227,0.99456787,64342.00000000,0.98178101,0.98178101,151.32061768,1.00000000,1.00000000,6404.91699219
44,system_2_edge_texture_sharpness,0.90919733,clean_negative,clean_negative/clean_6_191.jpg,,6,6.jpg,336,1117,sliding_window_clean,0.00000000,1.00000000,0.99822998,21.24938433,0.00000000,0.00000000,0.00000000,0.00000000,0.18312073,0.72088067,0.01278687,0.98306274,0.02912903,0.99955750,0.29974419,571.69851159,65507.00000000,0.99955750,0.00294495,12.79848480,0.98300781,0.98278809,64693.00000000,0.98713684,0.98721313,170.74794006,1.00000000,1.00000000,6778.56884766
45,system_2_edge_texture_sharpness,0.90830566,clean_negative,clean_negative/clean_3_34.jpg,,3,3.jpg,288,862,sliding_window_clean,0.00000000,0.99995117,1.00000000,25.95189080,0.00000000,0.00000000,0.00000000,0.00000000,0.23600769,0.78374863,0.00973511,0.95304108,0.01066589,0.99998474,0.20804814,747.72292934,65535.00000000,0.99998474,0.00605774,13.52356911,0.96049805,0.99810791,64898.00000000,0.99026489,0.99026489,186.82424927,1.00000000,1.00000000,7323.00878906
46,system_2_edge_texture_sharpness,0.90769908,clean_negative,clean_negative/clean_3_91.jpg,,3,3.jpg,361,992,sliding_window_clean,0.00000000,1.00000000,1.00000000,23.42202824,0.00000000,0.00000000,0.00000000,0.00000000,0.18876648,0.75293001,0.04173279,0.98870850,0.05227661,0.99993896,0.25525039,655.06931668,65532.00000000,0.99993896,0.03549194,12.86904335,0.89018555,0.99719238,62801.00000000,0.95826721,0.95826721,169.76208496,1.00000000,1.00000000,7002.03613281
47,system_2_edge_texture_sharpness,0.90737879,clean_negative,clean_negative/clean_9_142.jpg,,9,9.jpg,96,947,sliding_window_clean,0.00000000,1.00000000,1.00000000,27.00126579,0.00000000,0.00000000,0.00000000,0.00000000,0.18507385,0.77540525,0.01206970,0.97608185,0.04174805,1.00000000,0.17969787,675.61303075,65536.00000000,1.00000000,0.00112915,12.49270439,0.97597656,0.99670410,64745.00000000,0.98793030,0.98793030,172.88784790,1.00000000,1.00000000,6599.64453125
48,system_2_edge_texture_sharpness,0.90733359,clean_negative,clean_negative/clean_3_84.jpg,,3,3.jpg,576,984,sliding_window_clean,0.00000000,0.99980469,1.00000000,24.44642585,0.00000000,0.00000000,0.00000000,0.00000000,0.17031860,0.74190561,0.02589417,0.99050140,0.06996155,0.99993896,0.20984502,621.32680324,65532.00000000,0.99993896,0.00254822,12.35859108,0.95922852,0.99444580,63829.00000000,0.97395325,0.97410583,153.41471863,1.00000000,1.00000000,6731.14843750
49,system_2_edge_texture_sharpness,0.90711045,clean_negative,clean_negative/clean_6_174.jpg,,6,6.jpg,409,1028,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.85939577,0.00000000,0.00000000,0.00000000,0.00000000,0.17919922,0.74912461,0.01095581,0.98027802,0.03923035,1.00000000,0.23058937,577.43794321,65536.00000000,1.00000000,0.00093079,13.04426193,0.98588867,0.98144531,64818.00000000,0.98904419,0.98904419,164.16546631,1.00000000,1.00000000,7304.33935547
50,system_2_edge_texture_sharpness,0.90575269,clean_negative,clean_negative/clean_6_184.jpg,,6,6.jpg,419,1081,sliding_window_clean,0.00000000,1.00000000,1.00000000,24.20192063,0.00000000,0.00000000,0.00000000,0.00000000,0.18531799,0.74996146,0.01008606,0.98161316,0.03269958,1.00000000,0.25830024,550.35928249,65536.00000000,1.00000000,0.00103760,13.22550201,0.98427734,0.99157715,64875.00000000,0.98991394,0.98991394,165.28839111,1.00000000,1.00000000,7287.56640625
51,system_2_edge_texture_sharpness,0.90533173,clean_negative,clean_negative/clean_6_192.jpg,,6,6.jpg,384,1117,sliding_window_clean,0.00000000,0.99897461,1.00000000,22.31758384,0.00000000,0.00000000,0.00000000,0.00000000,0.18634033,0.72669562,0.01126099,0.98058319,0.02711487,0.99955750,0.29063234,566.45443028,65507.00000000,0.99955750,0.00294495,13.23058891,0.99150391,0.99591064,64793.00000000,0.98866272,0.98873901,168.33178711,1.00000000,1.00000000,7187.07666016
52,system_2_edge_texture_sharpness,0.90284930,clean_negative,clean_negative/clean_10_30.jpg,,10,10.jpg,852,393,sliding_window_clean,0.00000000,1.00000000,1.00000000,23.53759687,0.00000000,0.00000000,0.00000000,0.00000000,0.17834473,0.74306949,0.04835510,0.99427795,0.06851196,1.00000000,0.22777432,577.50780347,65536.00000000,1.00000000,0.01969910,12.36755276,0.88769531,0.99755859,62362.00000000,0.95156860,0.95164490,154.31185913,1.00000000,1.00000000,6640.77148438
53,system_2_edge_texture_sharpness,0.90156421,clean_negative,clean_negative/clean_6_193.jpg,,6,6.jpg,432,1117,sliding_window_clean,0.00000000,1.00000000,1.00000000,22.70441939,0.00000000,0.00000000,0.00000000,0.00000000,0.18173218,0.73640418,0.00834656,0.98832703,0.02763367,1.00000000,0.26836705,514.00746932,65536.00000000,1.00000000,0.00068665,12.83052254,0.99287109,0.99645996,64984.00000000,0.99157715,0.99165344,163.96682739,1.00000000,1.00000000,6838.07812500
54,system_2_edge_texture_sharpness,0.90094376,clean_negative,clean_negative/clean_9_144.jpg,,9,9.jpg,180,947,sliding_window_clean,0.00000000,1.00000000,1.00000000,22.39688157,0.00000000,0.00000000,0.00000000,0.00000000,0.15936279,0.72216614,0.01773071,0.99004364,0.05603027,0.99995422,0.28019458,702.46189169,65533.00000000,0.99995422,0.00193787,12.29137421,0.96796875,0.99542236,64374.00000000,0.98226929,0.98226929,157.79475403,1.00000000,1.00000000,6938.38867188
